@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.32052,0.07512,p
0.23909,0.54740,n
0.91138,0.83427,p
0.52969,0.64506,p
0.24543,0.96498,n
0.48807,0.59861,p
0.01364,0.27383,p
0.18468,0.39246,n
0.80388,0.73977,n
0.72910,0.67131,p
0.22618,0.77417,p
0.23193,0.37464,n
0.25387,0.57802,n
0.34242,0.45635,n
0.91507,0.57804,p
0.32648,0.47234,n
0.11802,0.96771,p
0.40891,0.25111,p
0.09598,0.33391,p
0.13730,0.40407,n
0.35529,0.46943,p
0.08228,0.28779,p
0.17799,0.44150,n
0.27638,0.47223,n
0.21766,0.49111,n
0.42598,0.95295,p
0.19146,0.59767,n
0.31892,0.55623,n
0.31116,0.47284,n
0.07233,0.50466,p
0.20714,0.48782,n
0.82160,0.78307,p
0.51050,0.80966,p
0.07872,0.53940,n
0.17420,0.43586,p
0.11685,0.45809,n
0.28382,0.53321,n
0.49753,0.08167,n
0.21716,0.54154,n
0.62428,0.15341,p
0.20612,0.62762,n
0.02237,0.63750,p
0.72624,0.88546,p
0.15912,0.54265,n
0.25651,0.53375,n
0.81345,0.50947,n
0.27678,0.46605,n
0.21745,0.47579,n
0.32461,0.45078,n
0.09301,0.45764,n
0.56439,0.49221,p
0.26029,0.46814,n
0.21371,0.74564,p
0.19413,0.58054,n
0.25512,0.61061,n
0.19411,0.44715,n
0.06145,0.53442,n
0.51142,0.19277,p
0.03295,0.85596,p
0.10170,0.95012,p
0.35328,0.43414,p
0.19401,0.40690,n
0.28273,0.52582,n
0.11206,0.57502,n
0.98438,0.73608,p
0.06139,0.44506,n
0.69195,0.80805,p
0.97185,0.11868,p
0.23171,0.47755,n
0.06425,0.04271,p
0.80380,0.52630,p
0.18191,0.57933,n
0.20102,0.64230,p
0.56649,0.41917,p
0.06225,0.55692,n
0.48117,0.53339,n
0.98156,0.71955,n
0.22966,0.36725,n
0.51795,0.11302,p
0.19108,0.44775,n
0.96838,0.43405,p
0.54664,0.31371,p
0.05871,0.64288,p
0.82940,0.05972,p
0.17730,0.39711,n
0.33481,0.07986,p
0.22940,0.58863,n
0.19766,0.59821,n
0.30827,0.47907,p
0.41453,0.52743,p
0.12002,0.61514,n
0.25557,0.57911,n
0.17580,0.46318,n
0.19454,0.59966,n
0.28397,0.56299,n
0.13250,0.47352,n
0.83856,0.51260,n
0.21473,0.45207,p
0.25696,0.46622,n
0.91432,0.91270,p
0.12551,0.53374,n
0.81247,0.20309,p
0.09864,0.41200,n
0.06542,0.29619,p
0.11695,0.75453,p
0.18253,0.47829,n
0.05014,0.64989,p
0.19460,0.02981,p
0.17643,0.50051,n
0.38172,0.07251,p
0.11304,0.51555,p
0.74689,0.93936,p
0.91362,0.49468,p
0.41074,0.49747,n
0.06782,0.48187,p
0.84777,0.94375,p
0.08498,0.49836,n
0.91254,0.79942,n
0.28769,0.21801,p
0.44621,0.92136,p
0.24366,0.54105,n
0.70751,0.15995,p
0.03912,0.00556,p
0.12574,0.43785,n
0.68884,0.28995,p
0.03781,0.13863,p
0.98658,0.64516,p
0.10086,0.54888,n
0.21726,0.39203,n
0.09826,0.51806,p
0.14724,0.59386,n
0.21954,0.55123,n
0.18703,0.48975,n
0.29549,0.52447,n
0.55353,0.68218,p
0.15795,0.64073,n
0.50054,0.04862,p
0.21031,0.49042,n
0.11076,0.45382,n
0.82419,0.08324,p
0.18280,0.60202,p
0.20149,0.48733,n
0.26217,0.69468,p
0.14930,0.58850,n
0.21181,0.37367,n
0.85086,0.07118,n
0.17620,0.43467,p
0.08609,0.51393,n
0.43526,0.01744,p
0.26809,0.50517,p
0.04741,0.89283,p
0.09117,0.49597,n
0.67349,0.26341,p
0.95526,0.25527,p
0.15560,0.52580,n
0.28597,0.95978,p
0.82866,0.79302,p
0.21635,0.47621,n
0.23850,0.41284,n
0.19967,0.10306,p
0.10909,0.53529,p
0.24827,0.52275,n
0.26234,0.02736,p
0.08772,0.51463,p
0.27215,0.44503,n
0.09367,0.42299,n
0.69704,0.09283,p
0.36691,0.73977,p
0.11923,0.90470,n
0.25216,0.48933,n
0.44149,0.97317,p
0.65853,0.89394,p
0.30414,0.58800,n
0.19229,0.42387,n
0.33052,0.53355,n
0.00002,0.33593,p
0.13904,0.38563,n
0.17659,0.18234,p
0.30537,0.29066,p
0.11750,0.57495,p
0.32611,0.51376,n
0.69040,0.91445,p
0.20013,0.57480,n
0.16002,0.62503,n
0.28045,0.41944,n
0.90837,0.74794,p
0.08761,0.42657,n
0.31846,0.51928,n
0.75927,0.26637,p
0.81381,0.53784,p
0.54547,0.71570,p
0.21868,0.57006,n
0.08849,0.15136,p
0.55724,0.86103,p
0.09282,0.54586,n
0.03998,0.55665,p
0.77683,0.97467,p
0.23989,0.57000,n
0.29509,0.57267,n
0.22435,0.46745,n
0.21243,0.47188,n
0.09839,0.59894,n
0.77190,0.04365,p
0.15158,0.51789,n
0.29831,0.53103,n
0.34879,0.51604,n
0.07782,0.64230,p
0.12697,0.57614,n
0.17610,0.59886,n
0.66553,0.06194,p
0.73534,0.27187,p
0.14272,0.73402,n
0.30665,0.49423,n
0.16138,0.26684,p
0.45142,0.99180,p
0.33166,0.53989,n
0.43403,0.28033,p
0.33934,0.81833,p
0.33678,0.48001,n
0.65261,0.32471,p
0.46255,0.61944,p
0.14245,0.47360,p
0.12770,0.61031,n
0.57836,0.43570,p
0.59412,0.45162,p
0.31644,0.51632,n
0.64908,0.68365,p
0.69091,0.85777,p
0.18392,0.35961,n
0.86700,0.56818,p
0.89019,0.17705,p
0.26078,0.43496,n
0.29281,0.58183,n
0.53599,0.87948,p
0.31728,0.53593,n
0.06429,0.48230,n
0.43292,0.34417,p
0.86928,0.63146,p
0.23748,0.87673,p
0.09612,0.60103,p
0.14016,0.45940,n
0.07066,0.45407,n
0.25611,0.56609,n
0.79149,0.78265,p
0.79142,0.09843,p
0.47400,0.62389,p
0.63460,0.64176,p
0.12129,0.45744,n
0.73644,0.04026,n
0.06251,0.50596,n
0.54114,0.77009,p
0.01775,0.10088,n
0.59758,0.43893,p
0.13950,0.44364,n
0.19583,0.43514,p
0.17262,0.98627,p
0.28169,0.51454,n
0.28847,0.42388,n
0.17509,0.36512,n
0.86918,0.97169,p
0.49906,0.23435,p
0.20632,0.47334,n
0.17924,0.59713,n
0.49749,0.09190,p
0.05223,0.35635,p
0.06704,0.54173,n
0.68970,0.53016,p
0.22188,0.36057,n
0.22943,0.10571,p
0.11788,0.12005,p
0.12784,0.39222,n
0.62083,0.54299,p
0.95190,0.34359,p
0.13582,0.37442,n
0.44455,0.74395,p
0.72246,0.48113,p
0.27950,0.47754,n
0.08676,0.20955,p
0.28655,0.38415,n
0.07707,0.45776,n
0.29958,0.40049,n
0.99156,0.80722,p
0.24207,0.53469,n
0.20747,0.52379,n
0.36923,0.62337,n
0.47139,0.39583,p
0.13678,0.43582,n
0.85539,0.03035,p
0.09034,0.79701,p
0.79444,0.54774,p
0.05364,0.47194,n
0.27119,0.55266,n
0.49629,0.58119,p
0.66836,0.44749,p
0.64279,0.03801,p
0.63435,0.44550,p
0.33734,0.51257,n
0.04207,0.29553,p
0.33819,0.49827,n
0.22756,0.90470,p
0.24448,0.06456,p
0.16324,0.43659,n
0.17888,0.42177,n
0.29474,0.92767,p
0.16896,0.54540,n
0.18917,0.41057,n
0.11435,0.44104,n
0.33369,0.32303,p
0.96439,0.95337,p
0.64939,0.57991,p
0.11762,0.60267,p
0.02923,0.93567,p
0.21353,0.59508,n
0.08745,0.55717,n
0.10079,0.15065,p
0.32675,0.52854,n
0.24419,0.59896,n
0.31558,0.51533,n
0.15122,0.47341,n
0.29663,0.58180,n
0.66502,0.08367,p
0.08170,0.58525,n
0.17418,0.42904,n
0.09582,0.59759,n
0.02278,0.68671,p
0.98339,0.86892,p
0.14350,0.60727,n
0.17252,0.34944,p
0.19558,0.62540,n
0.33729,0.46427,n
0.41120,0.00717,p
0.70958,0.09686,p
0.14021,0.48919,n
0.14956,0.63082,n
0.71765,0.34192,p
0.22047,0.38627,n
0.22352,0.41388,n
0.18035,0.38972,n
0.28032,0.56530,n
0.88415,0.25082,p
0.16749,0.51974,n
0.78685,0.16304,p
0.10083,0.55907,n
0.01417,0.87730,p
0.64214,0.55210,p
0.86465,0.95351,p
0.34584,0.57639,p
0.16210,0.48622,n
0.15329,0.52966,n
0.46184,0.77357,p
0.10313,0.61333,n
0.80118,0.68663,p
0.34796,0.14230,p
0.04019,0.46824,p
0.77243,0.41191,p
0.25799,0.42404,n
0.14396,0.45652,n
0.26428,0.45282,n
0.08258,0.76885,p
0.57216,0.29964,p
0.17384,0.38321,p
0.44536,0.41816,p
0.07518,0.52783,n
0.12360,0.15509,p
0.90131,0.94619,p
0.95671,0.95880,p
0.16346,0.49050,n
0.51657,0.88862,p
0.07549,0.50426,n
0.07757,0.42440,n
0.22608,0.56969,n
0.77688,0.42794,p
0.08694,0.42424,n
0.12610,0.56352,n
0.25960,0.37008,n
0.26245,0.38764,n
0.60137,0.12094,p
0.07161,0.52494,n
0.77986,0.68636,p
0.91941,0.37554,p
0.67700,0.30928,p
0.04439,0.37088,p
0.27512,0.56145,n
0.49640,0.80784,p
0.78078,0.01165,p
0.15857,0.61368,n
0.21970,0.54948,p
0.00791,0.79166,n
0.35088,0.13356,p
0.30794,0.94275,p
0.21199,0.55823,n
0.23392,0.52096,p
0.08676,0.07791,p
0.38702,0.34872,p
0.20354,0.39478,n
0.20813,0.47560,n
0.22291,0.45820,n
0.17493,0.56235,n
0.27510,0.37266,n
0.33106,0.48670,n
0.06613,0.45686,n
0.25624,0.58780,n
0.84433,0.18666,n
0.10143,0.72950,p
0.75302,0.88423,p
0.15357,0.45943,n
0.15630,0.50596,n
0.13810,0.37831,n
0.37258,0.36892,p
0.67711,0.94529,p
0.25741,0.81800,p
0.63705,0.62609,p
0.63579,0.90117,p
0.95744,0.98681,p
0.22712,0.60445,n
0.25502,0.58829,n
0.86578,0.25529,p
0.24545,0.18721,p
0.56949,0.13505,p
0.40960,0.97288,p
0.99614,0.74679,p
0.25698,0.17680,p
0.20170,0.92990,p
0.10735,0.45939,n
0.54087,0.95886,p
0.25136,0.47024,n
0.18712,0.38312,n
0.81264,0.42295,p
0.57616,0.67945,p
0.30029,0.25838,p
0.22194,0.49583,n
0.44466,0.00302,p
0.07609,0.52508,p
0.32317,0.46807,n
0.57369,0.58871,p
0.71319,0.19764,p
0.16218,0.63088,n
0.40317,0.07184,p
0.76188,0.31424,p
0.94847,0.42759,p
0.21869,0.23147,n
0.90504,0.84905,p
0.62194,0.84625,p
0.65466,0.86530,n
0.99026,0.81176,p
0.81674,0.47229,p
0.11953,0.45886,n
0.35288,0.17380,n
0.11605,0.51493,n
0.08785,0.54092,n
0.21052,0.36274,n
0.68872,0.76546,p
0.81874,0.02396,p
0.25864,0.40749,n
0.29875,0.45055,n
0.21919,0.62514,n
0.76797,0.25240,p
0.19147,0.67865,p
0.13480,0.62863,n
0.15129,0.58100,n
0.37516,0.22174,p
0.16961,0.36344,p
0.61798,0.59556,p
0.10268,0.89609,n
0.12864,0.38584,n
0.14773,0.53075,n
0.05714,0.09121,p
0.20559,0.41358,n
0.27145,0.53146,p
0.19267,0.35953,p
0.28466,0.48712,n
0.14401,0.48840,n
0.15190,0.46731,n
0.20011,0.51633,n
0.17247,0.45987,n
0.25006,0.43483,p
0.50995,0.87444,p
0.28368,0.56271,n
0.35911,0.67364,p
0.18713,0.38062,n
0.11839,0.48606,n
0.48380,0.34824,p
0.79963,0.32246,p
0.49289,0.65291,p
0.15704,0.80540,p
0.19716,0.49597,n
0.31835,0.49748,n
0.69649,0.73626,p
0.13436,0.58578,n
0.26627,0.43806,n
0.44024,0.11292,p
0.05166,0.46145,p
0.67910,0.75227,p
0.16419,0.62543,n
0.07976,0.53577,n
0.20764,0.42583,p
0.03935,0.69282,p
0.58205,0.25801,p
0.16099,0.62410,n
0.40658,0.95622,p
0.22556,0.40079,n
0.46451,0.93305,p
0.74660,0.63136,p
0.61404,0.90558,p
0.65666,0.13117,p
0.23087,0.64372,n
0.29099,0.47642,n
0.35441,0.90910,p
0.81494,0.15309,p
0.52913,0.19674,n
0.13001,0.66257,p
0.20453,0.53658,n
0.18867,0.62850,n
0.33370,0.55316,n
0.09333,0.55791,n
0.27339,0.43211,n
0.46918,0.51800,p
0.66445,0.79637,n
0.77808,0.22773,p
0.26351,0.44512,p
0.74061,0.83400,n
0.13654,0.54322,n
0.75250,0.28998,n
0.30728,0.64202,n
0.49769,0.09098,p
0.61728,0.19676,p
0.90484,0.92780,p
0.15047,0.55762,n
0.11634,0.53885,n
0.15897,0.44554,n
0.60379,0.61847,p
0.17734,0.52130,n
0.84159,0.64310,p
0.87121,0.81302,p
0.02507,0.01807,p
0.49311,0.91830,p
0.22754,0.50856,n
0.30733,0.33554,n
0.18457,0.26896,p
0.31362,0.51710,n
0.30917,0.56846,n
0.28629,0.15772,p
0.14967,0.38333,n
0.19621,0.64885,n
0.27459,0.49763,n
0.90915,0.57338,p
0.91262,0.87571,p
0.20975,0.51536,n
0.36279,0.82477,p
0.16819,0.57364,n
0.90331,0.88381,p
0.79564,0.34293,p
0.26613,0.30585,p
0.24070,0.61194,n
0.89973,0.49262,p
0.53570,0.09820,p
0.16119,0.41957,n
0.04626,0.52673,p
0.50452,0.11625,p
0.12713,0.74518,p
0.22950,0.50087,n
0.88442,0.15172,p
0.92983,0.25117,p
0.98100,0.31506,n
0.24257,0.53004,n
0.54103,0.92131,p
0.38270,0.04208,p
0.89564,0.35594,n
0.22284,0.53205,n
0.20581,0.63413,p
0.06302,0.40868,p
0.21452,0.35156,n
0.98875,0.52919,p
0.12493,0.38959,n
0.16435,0.43377,n
0.81579,0.22759,p
0.13902,0.73087,p
0.16382,0.40549,n
0.20631,0.60063,n
0.34979,0.50500,n
0.23529,0.61089,n
0.11905,0.63459,p
0.19095,0.62457,n
0.33079,0.52801,p
0.22100,0.56585,n
0.56326,0.10237,p
0.19416,0.46931,p
0.99438,0.75054,p
0.74392,0.63667,p
0.46702,0.13214,p
0.84912,0.09484,n
0.21716,0.43529,n
0.41526,0.50093,p
0.11236,0.97123,p
0.51783,0.34683,p
0.13960,0.49909,n
0.23451,0.52021,n
0.21617,0.52961,n
0.12831,0.46890,n
0.18342,0.47496,n
0.15735,0.58229,n
0.24543,0.91049,p
0.83653,0.20137,p
0.19640,0.41948,n
0.21998,0.48502,n
0.98795,0.71502,p
0.26961,0.05999,p
0.50268,0.87966,p
0.24384,0.17454,p
0.23251,0.37131,n
0.11501,0.45745,n
0.16423,0.26999,p
0.27378,0.52862,n
0.61842,0.60326,p
0.15615,0.50655,n
0.37239,0.32746,p
0.54772,0.57745,p
0.08622,0.51216,n
0.59221,0.89101,p
0.53994,0.85135,p
0.45053,0.59075,p
0.27242,0.50594,n
0.70675,0.60461,p
0.44484,0.79850,p
0.52536,0.28022,p
0.52114,0.14199,n
0.23510,0.36290,n
0.23955,0.39264,n
0.29838,0.46961,n
0.32004,0.97925,p
0.61381,0.39022,n
0.97485,0.60269,p
0.11229,0.54619,n
0.17193,0.39739,n
0.97135,0.83041,p
0.17238,0.68325,p
0.71139,0.93732,p
0.37288,0.52708,p
0.22853,0.37038,n
0.01362,0.81880,n
0.85544,0.78245,p
0.24724,0.43792,p
0.77935,0.72113,p
0.32356,0.58204,n
0.19005,0.35465,n
0.53138,0.52334,p
0.65406,0.53985,p
0.40401,0.50758,p
0.76639,0.25393,p
0.31437,0.47535,n
0.14121,0.37847,n
0.06953,0.86997,p
0.11769,0.42553,p
0.11510,0.42572,n
0.32100,0.51859,n
0.07322,0.45553,n
0.39377,0.92399,p
0.23332,0.63699,n
0.24662,0.51984,n
0.30783,0.54375,n
0.50303,0.35373,p
0.20793,0.50232,p
0.07572,0.58331,p
0.80496,0.83189,p
0.25170,0.58265,p
0.95303,0.40797,p
0.29325,0.54357,n
0.12527,0.50252,n
0.47674,0.94481,p
0.72933,0.86946,n
0.21634,0.55509,n
0.23582,0.57934,p
0.08902,0.58236,n
0.09369,0.41732,n
0.23640,0.60768,n
0.31415,0.53577,n
0.55365,0.28728,p
0.12054,0.52743,n
0.20022,0.62679,n
0.02935,0.57108,n
0.52835,0.99951,p
0.29850,0.16290,p
0.87626,0.45400,n
0.15574,0.48840,n
0.24787,0.59784,n
0.34800,0.25329,p
0.56399,0.38993,p
0.59330,0.19286,p
0.90612,0.16283,n
0.14386,0.58407,n
0.73017,0.11087,p
0.18851,0.91242,p
0.63679,0.95681,p
0.10728,0.57562,n
0.03599,0.78047,p
0.20485,0.63114,n
0.08303,0.50808,n
0.00711,0.14996,p
0.10856,0.40499,n
0.25245,0.45236,n
0.18179,0.42637,n
0.22604,0.14340,n
0.76156,0.14561,p
0.40613,0.12208,p
0.07772,0.48899,n
0.89060,0.02720,p
0.74361,0.77568,p
0.65965,0.77501,p
0.15906,0.40714,p
0.28720,0.48408,p
0.12083,0.53124,n
0.67325,0.50183,p
0.78020,0.20889,p
0.19141,0.75012,p
0.11819,0.45461,n
0.53321,0.41307,p
0.12325,0.47299,n
0.27148,0.87042,p
0.18476,0.62108,n
0.13504,0.42277,n
0.18114,0.54442,n
0.07495,0.52635,n
0.20857,0.45886,n
0.28556,0.61596,n
0.28158,0.44406,n
0.10896,0.40120,n
0.28150,0.54469,n
0.73251,0.74181,p
0.35147,0.78598,p
0.41766,0.38988,n
0.08354,0.70184,p
0.31011,0.49544,n
0.13198,0.62639,n
0.20140,0.48972,n
0.14806,0.53786,n
0.21597,0.58087,n
0.10078,0.58062,n
0.08018,0.43298,n
0.11402,0.46665,n
0.29935,0.55879,n
0.25900,0.38011,n
0.29510,0.58989,n
0.10402,0.39328,n
0.18062,0.63397,n
0.70221,0.64223,n
0.17184,0.46918,n
0.59867,0.90677,p
0.27291,0.48531,n
0.34045,0.53694,n
0.26928,0.43291,n
0.78724,0.95655,p
0.20960,0.71050,p
0.75614,0.62055,p
0.31212,0.53440,p
0.33472,0.71875,n
0.02862,0.22134,p
0.76386,0.92146,p
0.15014,0.17736,p
0.21357,0.25956,p
0.78821,0.18830,p
0.07436,0.56678,n
0.17128,0.52852,n
0.30051,0.19909,n
0.66744,0.70325,p
0.33781,0.52496,n
0.73168,0.17786,p
0.17156,0.50506,n
0.19898,0.53591,n
0.23986,0.61100,n
0.22706,0.59951,n
0.15395,0.54380,p
0.68895,0.45379,p
0.13675,0.51191,n
0.28576,0.47070,p
0.09749,0.45061,n
0.06938,0.45318,n
0.05107,0.40137,p
0.38178,0.18600,p
0.07968,0.54089,n
0.29030,0.38959,n
0.09853,0.59978,n
0.62431,0.80219,p
0.20241,0.36051,n
0.88396,0.81288,p
0.12839,0.38540,n
0.49209,0.41567,n
0.82463,0.32453,p
0.18176,0.46902,n
0.34276,0.57670,p
0.27076,0.59314,p
0.15971,0.44723,n
0.20562,0.44446,n
0.23407,0.40163,n
0.12113,0.42210,n
0.56041,0.19399,p
0.26316,0.75766,p
0.83341,0.30252,p
0.34360,0.21902,p
0.33153,0.55332,n
0.97118,0.89910,p
0.41205,0.84321,p
0.14462,0.03891,p
0.38828,0.86908,p
0.26594,0.83687,p
0.02656,0.43749,p
0.92845,0.59956,n
0.10496,0.40142,n
0.95409,0.00255,n
0.15946,0.55249,n
0.75227,0.21286,p
0.57246,0.24423,p
0.12655,0.51085,n
0.40432,0.95833,p
0.89705,0.83487,p
0.15849,0.13042,p
0.14418,0.49383,p
0.20728,0.40926,n
0.19769,0.42096,n
0.86041,0.55153,n
0.26845,0.44941,n
0.17967,0.49550,n
0.28852,0.50738,n
0.51496,0.92520,n
0.25903,0.51745,n
0.14673,0.51909,n
0.28734,0.51747,n
0.12378,0.44557,n
0.24959,0.39946,n
0.79933,0.69552,p
0.15168,0.63562,n
0.21273,0.60497,n
0.90695,0.70698,p
0.65130,0.78868,p
0.50543,0.98327,n
0.22898,0.37243,n
0.21012,0.42468,n
0.30750,0.60238,n
0.14865,0.98782,p
0.32217,0.43570,n
0.09097,0.47245,p
0.79124,0.30849,p
0.45678,0.56771,p
0.09044,0.57069,n
0.15094,0.61130,n
0.94772,0.58608,p
0.81973,0.64736,p
0.20468,0.44225,n
0.61889,0.58563,p
0.15839,0.50113,n
0.32045,0.47289,n
0.12313,0.48345,n
0.27785,0.17323,p
0.27904,0.61276,n
0.18336,0.46713,n
0.10393,0.12541,p
0.12407,0.48119,n
0.18073,0.15560,p
0.00211,0.61780,p
0.16707,0.54388,n
0.25896,0.39717,n
0.33185,0.46411,n
0.30352,0.54005,n
0.29422,0.92578,p
0.56755,0.29569,p
0.83367,0.14203,p
0.89776,0.88494,p
0.63919,0.73878,n
0.29277,0.46155,n
0.32631,0.48870,n
0.01975,0.06139,n
0.19455,0.08882,p
0.05056,0.91586,p
0.23418,0.61960,n
0.81310,0.76916,p
0.33450,0.38136,n
0.37131,0.97410,p
0.24700,0.55423,n
0.43318,0.27686,p
0.27626,0.48955,n
0.52549,0.62743,p
0.25442,0.45887,p
0.18687,0.38909,n
0.98207,0.21689,p
0.75624,0.87016,p
0.55455,0.95932,p
0.19032,0.43849,n
0.68998,0.73296,p
0.26527,0.57761,n
0.31952,0.57627,n
0.61929,0.94369,p
0.17894,0.47779,n
0.13569,0.89339,p
0.80003,0.94748,p
0.90802,0.97472,p
0.25093,0.41493,n
0.50642,0.86477,p
0.03090,0.06643,p
0.19677,0.49886,p
0.28404,0.19979,p
0.26959,0.60396,p
0.22189,0.47456,p
0.86177,0.97290,p
0.44681,0.35371,p
0.02317,0.08352,p
0.23309,0.37973,n
0.16914,0.42736,p
0.09552,0.46900,n
0.93335,0.28839,p
0.20711,0.44334,n
0.30756,0.06226,p
0.20237,0.44503,n
0.44886,0.58166,p
0.26036,0.45947,n
0.18003,0.36758,n
0.21599,0.61909,n
0.93453,0.91786,n
0.92324,0.81296,p
0.10483,0.40429,n
0.31691,0.53179,p
0.19620,0.19009,p
0.25199,0.36325,n
0.58770,0.99058,p
0.92793,0.94005,p
0.14047,0.54828,n
0.78484,0.93422,p
0.85265,0.53966,p
0.24946,0.49002,n
0.50453,0.24140,p
0.14321,0.61295,n
0.36691,0.67889,p
0.11909,0.45351,n
0.87119,0.81865,p
0.29248,0.60908,n
0.27488,0.51932,n
0.17348,0.41588,p
0.06955,0.39488,p
0.20740,0.53452,n
0.28602,0.46712,n
0.27196,0.45411,n
0.72591,0.92609,p
0.14811,0.88682,p
0.82567,0.89144,p
0.17812,0.40232,n
0.31082,0.00294,p
0.25829,0.40797,n
0.15811,0.38558,n
0.53002,0.55807,p
0.89104,0.89827,n
0.99125,0.84186,p
0.96080,0.95906,p
0.12561,0.40067,p
0.12480,0.39227,n
0.17451,0.42214,n
0.08258,0.41953,n
0.29121,0.48976,n
0.21525,0.35603,n
0.17958,0.38021,n
0.26176,0.43557,n
0.06424,0.53537,n
0.19660,0.46824,n
0.36139,0.82614,n
0.12080,0.62429,n
0.08665,0.55267,n
0.57974,0.77598,p
0.59640,0.46299,p
0.23001,0.44898,n
0.64539,0.97108,p
0.29666,0.52979,n
0.70887,0.13412,p
0.08929,0.51285,n
0.26044,0.38980,p
0.29481,0.58594,n
0.08014,0.39470,p
0.09973,0.42464,n
0.33704,0.44040,n
0.15259,0.48169,p
0.18124,0.47145,n
0.81513,0.53162,p
0.70629,0.41296,p
0.23929,0.58928,n
0.63751,0.93834,p
0.19921,0.52460,p
0.20126,0.36572,n
0.20624,0.59976,n
0.75596,0.69707,p
0.94485,0.49034,n
0.28615,0.49803,n
0.81662,0.42890,p
0.16412,0.49931,n
0.11748,0.62033,n
0.32257,0.44474,n
0.62785,0.58275,p
0.06597,0.45458,n
0.00576,0.11838,p
0.62232,0.56721,p
0.40418,0.29601,p
0.48699,0.13635,p
0.20720,0.55957,n
0.33076,0.49489,n
0.07547,0.29995,p
0.29160,0.39293,n
0.11628,0.51557,n
0.20324,0.57464,n
0.21630,0.46834,n
0.13216,0.60629,n
0.02214,0.81137,p
0.08616,0.33345,p
0.21094,0.58231,n
0.80872,0.99093,p
0.24424,0.37525,n
0.93957,0.78657,p
0.80010,0.80754,p
0.12313,0.48550,n
0.08259,0.57665,n
0.90186,0.48614,p
0.46619,0.46351,p
0.10309,0.20273,p
0.18541,0.61339,n
0.70602,0.09469,p
0.16651,0.39248,n
0.29019,0.44288,n
0.24805,0.39965,n
0.39529,0.61232,p
0.87891,0.36199,p
0.28234,0.41312,n
0.11256,0.41933,n
0.12185,0.60861,n
0.19357,0.60512,n
0.17474,0.62066,n
0.25564,0.58443,n
0.16850,0.55540,n
