@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.31538,0.46377,n
0.33344,0.54802,n
0.53746,0.72496,p
0.18247,0.87387,p
0.25193,0.50161,n
0.56092,0.18937,p
0.11938,0.46890,n
0.18362,0.07808,p
0.25050,0.36972,n
0.27518,0.57439,n
0.13362,0.58992,n
0.32992,0.42940,n
0.68432,0.30931,p
0.85181,0.03247,p
0.26819,0.56826,n
0.18620,0.49613,p
0.93682,0.52625,n
0.48280,0.47954,p
0.28250,0.43545,n
0.28060,0.53025,n
0.26727,0.99822,p
0.51063,0.56506,p
0.63221,0.41494,p
0.08305,0.56380,n
0.23387,0.37272,n
0.29521,0.52639,n
0.78481,0.28039,p
0.75855,0.92493,p
0.19454,0.47917,n
0.02220,0.79267,p
0.18691,0.52617,n
0.64980,0.23118,p
0.33225,0.42999,n
0.52554,0.76084,p
0.31111,0.52580,n
0.30349,0.43255,n
0.20116,0.55215,n
0.13833,0.16167,p
0.44582,0.82226,p
0.24296,0.41847,n
0.84484,0.03138,p
0.29318,0.53608,n
0.26189,0.60339,n
0.89791,0.92083,p
0.69738,0.13693,p
0.14392,0.45981,n
0.28863,0.61149,n
0.22907,0.38902,p
0.33193,0.51155,n
0.17778,0.35256,n
0.60337,0.39893,p
0.06352,0.33175,p
0.73620,0.59575,p
0.32326,0.44888,n
0.68262,0.15044,p
0.96416,0.72871,p
0.83355,0.01219,p
0.23432,0.54643,n
0.17426,0.45387,n
0.52081,0.27191,p
0.98920,0.31810,p
0.94020,0.14701,p
0.31592,0.54252,n
0.77107,0.49803,p
0.07866,0.21880,p
0.87558,0.28159,n
0.23792,0.55436,n
0.09451,0.54797,n
0.30538,0.44256,n
0.49479,0.38828,p
0.27229,0.80663,p
0.20778,0.28209,p
0.56937,0.60579,p
0.15569,0.18081,n
0.22295,0.62382,n
0.78368,0.12547,p
0.93128,0.39492,p
0.71400,0.29535,p
0.14659,0.58982,n
0.98743,0.49249,p
0.06552,0.42104,p
0.31421,0.44832,n
0.78311,0.51608,p
0.29887,0.55923,n
0.28393,0.44118,n
0.30277,0.49707,n
0.64374,0.63782,p
0.22763,0.43783,n
0.12287,0.58869,n
0.16456,0.41976,n
0.30995,0.45912,p
0.18451,0.12971,p
0.21424,0.61111,n
0.25589,0.58245,n
0.66899,0.23254,p
0.38404,0.56629,p
0.17149,0.38567,n
0.10457,0.60321,n
0.40897,0.72843,p
0.25797,0.44234,n
0.31247,0.08636,p
0.21384,0.46804,n
0.52229,0.98909,p
0.21078,0.44151,n
0.20849,0.60804,n
0.17328,0.38666,n
0.80626,0.98202,p
0.25430,0.53316,n
0.31875,0.51668,n
0.72720,0.25066,p
0.64287,0.37188,p
0.08034,0.51312,p
0.25975,0.48819,n
0.05479,0.37724,p
0.26359,0.76108,p
0.57097,0.83553,n
0.58110,0.88331,n
0.20305,0.36692,p
0.09111,0.40395,n
0.42658,0.21741,p
0.08484,0.41435,n
0.29036,0.56086,n
0.81267,0.20749,p
0.27469,0.62648,n
0.24464,0.93244,p
0.22840,0.57722,p
0.34130,0.54299,n
0.31153,0.41536,n
0.20075,0.44029,n
0.57133,0.41979,p
0.29508,0.41414,n
0.13289,0.61679,n
0.18859,0.59815,n
0.67032,0.20299,p
0.06213,0.47435,n
0.18551,0.45857,n
0.22339,0.38334,n
0.21769,0.60965,n
0.80786,0.76706,p
0.96872,0.77586,p
0.17138,0.59791,n
0.32978,0.55830,n
0.27745,0.67250,p
0.37793,0.85007,p
0.08640,0.48315,n
0.84833,0.08412,p
0.43777,0.20461,p
0.13488,0.61911,n
0.22539,0.53330,n
0.03900,0.71824,p
0.30646,0.82687,p
0.19112,0.97564,p
0.16520,0.55423,n
0.15800,0.41283,n
0.33606,0.98947,p
0.26930,0.27562,p
0.56566,0.56197,p
0.19476,0.02415,p
0.12994,0.59983,n
0.18854,0.60253,n
0.30960,0.45111,n
0.68987,0.39935,p
0.19155,0.54350,n
0.31242,0.45935,n
0.23222,0.48752,n
0.97320,0.41511,p
0.63502,0.06845,n
0.80097,0.91876,n
0.52804,0.63254,n
0.83012,0.88362,p
0.39251,0.92347,p
0.93340,0.68408,p
0.74494,0.47611,p
0.93844,0.17605,p
0.61017,0.65559,n
0.14924,0.54662,n
0.79783,0.06291,p
0.09437,0.53857,n
0.78809,0.01615,p
0.27658,0.57288,n
0.13705,0.60064,n
0.12360,0.48273,n
0.34349,0.46243,n
0.32800,0.46648,n
0.24844,0.37069,n
0.13152,0.54142,n
0.11416,0.56336,n
0.30383,0.12670,p
0.62132,0.37568,p
0.52005,0.61067,p
0.25041,0.56382,n
0.17572,0.52917,n
0.35513,0.97913,n
0.91637,0.39367,p
0.49195,0.03089,p
0.79072,0.19054,p
0.18067,0.49656,n
0.32965,0.84573,p
0.27113,0.52505,n
0.12074,0.40982,n
0.33154,0.55624,n
0.15364,0.42882,n
0.28297,0.50215,n
0.29613,0.42993,n
0.31712,0.41421,p
0.59942,0.00697,p
0.15887,0.38148,n
0.51695,0.19495,p
0.15102,0.60384,n
0.10722,0.59594,n
0.46765,0.51324,p
0.24113,0.42126,n
0.02307,0.86321,p
0.11626,0.56473,n
0.30846,0.49059,n
0.60048,0.97574,p
0.27128,0.46838,n
0.22477,0.76040,p
0.22839,0.38958,p
0.24493,0.37564,n
0.60017,0.68831,p
0.14825,0.58847,n
0.93119,0.84222,p
0.55370,0.25533,p
0.64251,0.99553,p
0.17843,0.18575,p
0.15316,0.44835,n
0.35668,0.96525,p
0.11999,0.97291,p
0.15590,0.51855,n
0.82444,0.14940,p
0.19551,0.46767,n
0.63138,0.27365,n
0.19479,0.64864,n
0.13613,0.45604,n
0.18290,0.32146,p
0.32623,0.44649,n
0.75011,0.42824,p
0.37148,0.83007,p
0.09587,0.53646,n
0.82787,0.55890,p
0.17385,0.94615,p
0.22474,0.57476,n
0.80394,0.95272,p
0.15281,0.45573,n
0.79850,0.69662,p
0.07763,0.40558,p
0.16390,0.44304,n
0.90604,0.83751,p
0.49981,0.91781,p
0.68331,0.61097,p
0.52783,0.38243,p
0.49416,0.34898,p
0.67560,0.06059,p
0.58321,0.38051,p
0.05581,0.44813,p
0.45497,0.44231,p
0.67412,0.68627,p
0.19115,0.50255,n
0.10815,0.08014,p
0.01381,0.02363,p
0.31364,0.44810,n
0.79271,0.07016,p
0.34571,0.34388,p
0.31907,0.42868,n
0.25924,0.43562,n
0.22499,0.55004,n
0.08735,0.53120,n
0.15005,0.70883,p
0.02076,0.88388,p
0.15737,0.58643,n
0.28743,0.34536,p
0.11033,0.38763,n
0.40037,0.32389,p
0.08118,0.54858,n
0.19334,0.50459,n
0.63384,0.76865,p
0.48212,0.31822,p
0.77637,0.06272,p
0.13931,0.49866,n
0.28517,0.74628,n
0.02201,0.64723,p
0.99950,0.45624,p
0.22162,0.48810,n
0.29355,0.19741,p
0.21782,0.57220,n
0.97983,0.94264,p
0.06853,0.08619,p
0.88492,0.86283,p
0.73386,0.49482,p
0.62248,0.60532,p
0.41954,0.09085,p
0.18302,0.52870,n
0.23379,0.51399,n
0.15127,0.44676,p
0.24563,0.62263,n
0.25979,0.57681,n
0.16645,0.43357,n
0.29622,0.46166,n
0.92315,0.16705,p
0.97847,0.87251,p
0.16123,0.44135,n
0.11770,0.26687,p
0.06858,0.52207,n
0.26119,0.38986,n
0.23001,0.35462,n
0.53825,0.27156,p
0.08406,0.93350,p
0.31989,0.24251,p
0.15515,0.38217,n
0.26422,0.49884,n
0.92107,0.40703,p
0.19429,0.64155,n
0.49323,0.61742,p
0.34822,0.37086,p
0.23633,0.33636,p
0.22142,0.51818,n
0.28564,0.97332,p
0.48886,0.79414,p
0.25526,0.61055,n
0.07999,0.45581,n
0.96711,0.77871,p
0.10035,0.41005,n
0.00914,0.81712,n
0.15595,0.61974,n
0.33088,0.46033,p
0.79559,0.36815,p
0.20544,0.52190,n
0.05788,0.55803,p
0.10282,0.47914,p
0.16845,0.42333,n
0.33593,0.55834,n
0.29130,0.57942,n
0.28985,0.50868,n
0.20913,0.52518,n
0.08129,0.48292,p
0.23685,0.32725,p
0.36292,0.60554,p
0.15619,0.48273,n
0.27311,0.54013,n
0.35757,0.86744,p
0.96505,0.08894,p
0.28558,0.89991,p
0.78290,0.43002,p
0.13395,0.62520,n
0.27313,0.06659,p
0.20344,0.03840,p
0.49837,0.46855,p
0.25512,0.63794,n
0.26624,0.34298,p
0.13228,0.50813,n
0.05994,0.47667,n
0.63160,0.06724,p
0.32233,0.51275,n
0.27721,0.38441,n
0.33389,0.86487,n
0.31316,0.42360,n
0.19972,0.18279,p
0.05759,0.52992,n
0.30287,0.59491,n
0.14413,0.94964,p
0.83249,0.01178,n
0.05394,0.46799,n
0.07538,0.44947,n
0.31938,0.58642,n
0.86154,0.97944,p
0.60253,0.17801,p
0.88058,0.58053,p
0.29466,0.93751,p
0.23943,0.68851,p
0.10854,0.43432,n
0.75510,0.55465,p
0.30591,0.89247,p
0.15968,0.63934,n
0.05843,0.48804,n
0.25106,0.46780,n
0.59218,0.07089,p
0.21233,0.59447,n
0.24462,0.41795,n
0.99093,0.94768,p
0.16170,0.60347,n
0.99017,0.53852,p
0.59461,0.97957,p
0.25239,0.57554,n
0.39874,0.89731,p
0.19956,0.45648,n
0.87310,0.34980,n
0.71610,0.17825,p
0.17560,0.04350,p
0.57706,0.62777,p
0.89633,0.11042,p
0.64474,0.87774,p
0.66915,0.74329,n
0.23592,0.74578,n
0.19724,0.35287,n
0.01195,0.16385,n
0.79001,0.73408,p
0.20791,0.45981,n
0.08204,0.53568,n
0.85080,0.39787,p
0.08433,0.58355,n
0.31845,0.51860,n
0.17216,0.37056,p
0.29169,0.99303,p
0.55067,0.57055,p
0.12237,0.61554,n
0.15321,0.64206,n
0.51974,0.35019,p
0.23905,0.67435,p
0.87725,0.32615,p
0.30399,0.92026,p
0.06068,0.31990,p
0.18449,0.45883,n
0.37206,0.39854,p
0.28649,0.43007,n
0.11557,0.60174,n
0.89784,0.11408,p
0.31398,0.46152,n
0.54612,0.86189,p
0.05353,0.51027,p
0.31731,0.50841,n
0.37976,0.31069,p
0.21052,0.61797,n
0.74194,0.91731,p
0.67010,0.82790,p
0.30014,0.55142,n
0.15146,0.36106,n
0.14917,0.46701,n
0.28311,0.41480,n
0.14493,0.52136,n
0.12201,0.57817,n
0.08906,0.59998,n
0.69406,0.21047,n
0.61861,0.68825,p
0.22804,0.54400,n
0.84367,0.67901,n
0.14890,0.38946,n
0.15172,0.61245,n
0.44981,0.96387,p
0.33832,0.20775,p
0.20997,0.23819,p
0.30248,0.41147,n
0.71946,0.46951,p
0.57940,0.00289,p
0.34533,0.80870,p
0.19523,0.38975,n
0.54462,0.49332,p
0.92039,0.69483,p
0.11471,0.55195,n
0.91762,0.55942,p
0.28547,0.59369,n
0.52724,0.74734,p
0.16253,0.18260,p
0.25113,0.44055,n
0.90230,0.92298,n
0.45889,0.78976,p
0.14175,0.37211,n
0.24768,0.68747,p
0.06112,0.49922,n
0.15624,0.51766,n
0.28974,0.54530,n
0.29736,0.13133,p
0.31372,0.44983,p
0.47667,0.97206,p
0.79343,0.52801,n
0.26219,0.82072,p
0.15620,0.60730,n
0.00886,0.70590,p
0.24838,0.46667,n
0.81999,0.03804,p
0.22907,0.56499,p
0.20734,0.44315,n
0.14767,0.59981,n
0.75336,0.70170,p
0.30737,0.53000,n
0.23497,0.75066,p
0.57943,0.32644,p
0.10041,0.52217,n
0.16810,0.41460,n
0.21279,0.35967,n
0.13628,0.60284,n
0.16360,0.62596,n
0.25594,0.47112,n
0.04857,0.44593,p
0.25587,0.49205,n
0.05211,0.83456,p
0.89823,0.01390,p
0.24888,0.48567,n
0.37766,0.94965,n
0.70921,0.35446,p
0.78656,0.98442,n
0.97122,0.30149,p
0.23544,0.40488,n
0.76872,0.77787,n
0.53556,0.88844,p
0.11866,0.86643,p
0.88122,0.85991,p
0.38442,0.42455,p
0.67099,0.08114,p
0.31601,0.71639,p
0.11022,0.10247,p
0.19722,0.56304,p
0.28209,0.60200,n
0.45646,0.84116,p
0.33025,0.48325,n
0.06865,0.04858,n
0.78264,0.06244,p
0.62643,0.05208,p
0.31159,0.41993,n
0.00797,0.23765,p
0.80602,0.69892,p
0.13751,0.52203,n
0.44618,0.74556,p
0.84228,0.45691,p
0.32727,0.47570,n
0.22594,0.36135,n
0.19404,0.51616,n
0.26591,0.48895,n
0.12509,0.44668,n
0.84623,0.07725,p
0.23704,0.51138,n
0.21635,0.40190,n
0.12166,0.46085,p
0.24158,0.46029,n
0.08977,0.47558,n
0.52436,0.35167,p
0.10882,0.50609,n
0.16424,0.48632,n
0.19114,0.49356,n
0.80222,0.14549,p
0.75881,0.55271,p
0.11290,0.51044,n
0.16318,0.57345,n
0.60797,0.62474,p
0.07356,0.67710,p
0.24226,0.43031,n
0.16968,0.37843,n
0.27302,0.14057,p
0.29529,0.44803,n
0.26193,0.56468,n
0.31323,0.48948,n
0.01645,0.18340,p
0.34263,0.70300,p
0.07388,0.52445,n
0.17544,0.49288,p
0.91930,0.03359,p
0.50086,0.99242,p
0.11458,0.59867,n
0.20755,0.46106,p
0.00764,0.42447,p
0.10313,0.47363,n
0.39811,0.88112,p
0.94956,0.88107,p
0.29201,0.66512,p
0.08143,0.54346,n
0.15306,0.51441,n
0.10626,0.38734,n
0.18211,0.63178,n
0.68708,0.84385,p
0.56548,0.77465,p
0.81508,0.62840,p
0.50198,0.46200,p
0.27695,0.27097,p
0.20573,0.44506,n
0.05360,0.82608,p
0.30314,0.46310,n
0.00680,0.50710,p
0.48132,0.45193,p
0.67957,0.15310,p
0.04571,0.31248,p
0.74877,0.89063,n
0.22876,0.77685,p
0.17133,0.63315,p
0.77560,0.88804,p
0.26457,0.46223,n
0.15851,0.38153,n
0.63030,0.64292,p
0.58754,0.51164,p
0.95124,0.20576,p
0.95726,0.01648,p
0.17821,0.63276,n
0.15935,0.54924,n
0.34674,0.52506,n
0.12385,0.54424,n
0.06865,0.48057,n
0.20019,0.58779,n
0.30486,0.46525,n
0.01826,0.07337,p
0.49577,0.79198,p
0.16328,0.61976,n
0.85027,0.73075,p
0.06364,0.51120,n
0.34169,0.53862,n
0.23624,0.61605,n
0.08570,0.52959,n
0.29872,0.93534,p
0.23473,0.83353,p
0.13932,0.64779,n
0.61193,0.25620,p
0.75374,0.51577,p
0.15873,0.40898,n
0.13369,0.62527,n
0.05872,0.47345,n
0.07911,0.43146,n
0.30279,0.57596,p
0.09998,0.50104,n
0.90514,0.43078,n
0.16813,0.61767,n
0.30067,0.48984,n
0.21880,0.51118,p
0.38832,0.36351,p
0.25679,0.53481,n
0.16055,0.63710,n
0.29787,0.54500,n
0.26406,0.22413,p
0.27121,0.28685,p
0.17540,0.51339,n
0.30105,0.60118,n
0.92359,0.86720,n
0.81107,0.01274,p
0.25091,0.38715,n
0.08215,0.75636,p
0.55334,0.43766,p
0.12658,0.53950,n
0.34165,0.82442,p
0.80660,0.67261,p
0.30992,0.59601,n
0.20978,0.50664,n
0.23418,0.48512,n
0.16696,0.56087,n
0.92996,0.05794,p
0.30153,0.57323,n
0.13925,0.60634,n
0.43120,0.63662,p
0.23621,0.41594,n
0.00845,0.29030,p
0.45214,0.60182,n
0.26554,0.42931,n
0.75044,0.58026,p
0.10013,0.19341,p
0.28735,0.53584,n
0.28728,0.59109,n
0.03911,0.51914,p
0.18790,0.59289,n
0.05479,0.11863,p
0.00190,0.95760,n
0.08522,0.32080,p
0.58949,0.94189,p
0.67056,0.81125,p
0.73609,0.94499,p
0.80988,0.54278,p
0.09483,0.53230,n
0.26944,0.67132,p
0.93817,0.56346,p
0.98153,0.17962,p
0.34527,0.53214,p
0.47518,0.25936,n
0.59821,0.67097,p
0.14844,0.57050,n
0.20973,0.49312,n
0.70419,0.14426,p
0.24122,0.55342,n
0.68417,0.93673,n
0.27807,0.55417,n
0.31404,0.51505,n
0.58788,0.00791,p
0.10786,0.51134,p
0.68419,0.36100,p
0.99415,0.49923,p
0.13570,0.29656,p
0.11192,0.58186,n
0.05922,0.48366,n
0.16549,0.56569,n
0.14651,0.41620,p
0.27159,0.39518,n
0.15100,0.49312,p
0.32155,0.47907,n
0.09482,0.87382,p
0.26789,0.45457,n
0.12465,0.45127,n
0.73406,0.13859,p
0.19615,0.40617,n
0.24360,0.53041,p
0.92949,0.20263,p
0.26234,0.46682,n
0.25972,0.72676,p
0.28895,0.59693,p
0.26660,0.43059,n
0.70369,0.82474,p
0.30523,0.60310,n
0.60480,0.88682,p
0.28010,0.47225,n
0.41881,0.42184,p
0.66842,0.95142,p
0.86880,0.73712,p
0.24805,0.50964,n
0.27920,0.44970,n
0.12732,0.49558,p
0.23779,0.54937,p
0.18304,0.35781,p
0.12329,0.44189,n
0.14923,0.48154,n
0.20581,0.45390,p
0.60568,0.69478,p
0.36574,0.42402,p
0.22716,0.14311,p
0.27020,0.13860,p
0.26240,0.54842,n
0.13538,0.42378,n
0.28312,0.54622,n
0.53813,0.88430,p
0.16205,0.61196,n
0.64231,0.41663,p
0.09502,0.55393,n
0.26546,0.41831,n
0.14477,0.38862,n
0.21745,0.36519,n
0.28866,0.43584,n
0.07922,0.60134,p
0.96378,0.74332,p
0.72530,0.61524,p
0.43135,0.96941,n
0.05805,0.49436,p
0.23084,0.35605,n
0.26854,0.38264,p
0.19631,0.40094,n
0.23339,0.38337,n
0.13588,0.41876,n
0.30442,0.39544,p
0.54901,0.17334,p
0.88005,0.28047,p
0.29008,0.52600,n
0.09943,0.53467,n
0.13042,0.65943,p
0.17035,0.43546,n
0.10850,0.54836,n
0.57188,0.37000,p
0.86728,0.77746,p
0.41250,0.57982,n
0.07171,0.63453,p
0.11241,0.29563,p
0.36427,0.33625,p
0.07110,0.46209,n
0.10512,0.56616,n
0.24305,0.61957,n
0.24627,0.50115,n
0.20899,0.53837,n
0.93008,0.56885,p
0.17631,0.39483,n
0.28386,0.73009,p
0.09055,0.48432,n
0.00727,0.67187,n
0.24300,0.57906,p
0.20958,0.62530,n
0.83458,0.59408,p
0.26423,0.41750,n
0.16146,0.52920,n
0.27941,0.37559,n
0.84902,0.31659,p
0.54784,0.48101,p
0.44033,0.44782,p
0.26583,0.39308,n
0.11926,0.41756,n
0.00751,0.70821,p
0.21584,0.82081,n
0.95342,0.70751,p
0.43314,0.92493,p
0.00307,0.25690,n
0.18346,0.60182,n
0.76817,0.82284,p
0.76285,0.63623,p
0.73991,0.17041,p
0.63455,0.72488,p
0.13641,0.52215,n
0.96846,0.28342,p
0.50279,0.24295,p
0.70949,0.87465,p
0.09856,0.41416,n
0.10816,0.80360,p
0.23835,0.59310,n
0.11759,0.40232,n
0.20532,0.56311,n
0.91313,0.09058,p
0.15955,0.81546,p
0.09942,0.53692,n
0.38699,0.78593,p
0.12672,0.50566,n
0.30762,0.53221,n
0.23078,0.50652,n
0.11921,0.59333,n
0.25713,0.48537,n
0.30117,0.40746,n
0.23378,0.50629,n
0.22881,0.41149,n
0.31902,0.58005,n
0.25522,0.49696,p
0.74688,0.28904,p
0.12276,0.46375,n
0.59043,0.23603,p
0.10972,0.53377,n
0.27804,0.45678,n
0.33033,0.24326,p
0.94791,0.53287,p
0.51348,0.33275,p
0.20501,0.59421,n
0.30869,0.46332,n
0.19752,0.46412,p
0.17210,0.45465,n
0.84363,0.22817,p
0.25692,0.58876,n
0.03626,0.41956,p
0.21558,0.52035,n
0.79732,0.40159,n
0.07281,0.52341,n
0.15839,0.44352,n
0.80893,0.78552,p
0.42015,0.74144,p
0.14039,0.50330,p
0.27232,0.09545,p
0.16447,0.60387,n
0.16070,0.50699,n
0.25528,0.98953,p
0.23603,0.63154,n
0.15851,0.51776,n
0.91284,0.05557,p
0.15739,0.55873,n
0.19654,0.49811,n
0.27158,0.56821,n
0.25665,0.57866,n
0.23677,0.60392,n
0.17237,0.45782,n
0.12241,0.50049,n
0.30823,0.49425,n
0.16727,0.50219,n
0.82804,0.41028,p
0.23173,0.06500,p
0.08826,0.20340,p
0.48467,0.21013,p
0.23998,0.46750,p
0.27812,0.61818,n
0.10958,0.48701,n
0.30303,0.54214,n
0.05920,0.72933,p
0.20297,0.51080,n
0.58898,0.85819,p
0.45730,0.14966,p
0.08287,0.54789,n
0.25581,0.75322,n
0.38342,0.97952,n
0.26974,0.37998,n
0.34238,0.53471,n
0.46109,0.09130,p
0.05926,0.50219,n
0.65679,0.48870,p
0.17580,0.35454,n
0.67466,0.80105,p
0.12971,0.54131,n
0.20018,0.60168,p
0.14012,0.54987,n
0.06964,0.51526,n
0.19107,0.38093,n
0.34545,0.75529,p
0.29129,0.61486,n
0.72800,0.09960,p
0.16687,0.35405,n
0.11168,0.45088,n
0.51762,0.25574,p
0.05839,0.46213,n
0.21916,0.60437,n
0.11382,0.64536,p
0.06788,0.55702,n
0.23097,0.54161,n
0.90724,0.22601,p
0.26233,0.52506,n
0.31288,0.47095,n
0.92965,0.53034,p
0.08551,0.51620,n
0.15147,0.48532,n
0.69674,0.25268,p
0.11601,0.53905,n
0.17991,0.47622,n
0.71239,0.12821,n
0.17605,0.64270,n
0.84498,0.76215,p
0.19445,0.69943,p
0.72718,0.64400,p
0.82774,0.10549,n
0.09276,0.42013,p
0.22000,0.38262,n
0.20469,0.71989,p
0.68950,0.26321,p
0.22140,0.35584,n
0.64480,0.74224,p
0.26707,0.58005,n
0.14962,0.37856,n
0.13607,0.52497,n
