@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.06518,0.46633,n
0.96445,0.11878,p
0.04015,0.92626,n
0.90470,0.62003,p
0.13676,0.60978,n
0.77467,0.07629,p
0.47029,0.73356,p
0.41019,0.82960,p
0.62656,0.15334,p
0.27202,0.57019,n
0.25364,0.60492,n
0.29741,0.61012,n
0.23212,0.50084,n
0.08667,0.53941,n
0.05661,0.70107,n
0.14290,0.62695,n
0.13223,0.62278,n
0.76345,0.31118,p
0.34455,0.26210,p
0.27259,0.54851,n
0.78188,0.05042,p
0.13038,0.53153,n
0.26320,0.63299,n
0.36383,0.64594,p
0.76749,0.54640,p
0.29718,0.40369,n
0.30042,0.23404,p
0.78400,0.98183,p
0.28791,0.42024,n
0.27139,0.88006,p
0.55219,0.98606,p
0.95343,0.10662,p
0.26970,0.47845,n
0.60893,0.08616,p
0.16569,0.40847,n
0.10370,0.41260,p
0.25022,0.57886,n
0.50014,0.61144,p
0.84855,0.08574,p
0.84695,0.28665,p
0.80921,0.87520,p
0.28032,0.54747,n
0.29660,0.95200,p
0.14331,0.70760,p
0.53053,0.18029,p
0.14786,0.63515,n
0.28455,0.48962,p
0.23569,0.42588,n
0.98018,0.52465,p
0.90803,0.62391,p
0.14434,0.47035,n
0.55888,0.61216,p
0.06268,0.45794,n
0.33249,0.51472,n
0.11554,0.51803,n
0.16815,0.38486,n
0.07890,0.57380,p
0.03652,0.72399,p
0.02481,0.84126,p
0.99581,0.80233,p
0.12701,0.51876,n
0.15039,0.83528,p
0.03436,0.37957,p
0.20885,0.59230,n
0.15264,0.56648,n
0.63243,0.25942,p
0.33753,0.65245,p
0.29505,0.42532,n
0.18653,0.61159,n
0.09787,0.32200,p
0.02167,0.30667,p
0.18339,0.43309,n
0.08308,0.48793,n
0.48912,0.95992,p
0.20661,0.46777,n
0.32214,0.48735,n
0.15628,0.48864,n
0.41029,0.99099,p
0.19049,0.39123,n
0.76625,0.77076,p
0.42716,0.00884,p
0.21744,0.63252,n
0.14763,0.36094,n
0.23121,0.36013,n
0.23199,0.37082,n
0.20100,0.39435,n
0.29968,0.43437,n
0.08021,0.47535,n
0.68029,0.33694,p
0.34028,0.95260,p
0.24645,0.47723,n
0.27508,0.30627,p
0.97383,0.31022,p
0.22478,0.55031,n
0.20362,0.50402,n
0.28934,0.55137,n
0.69473,0.43376,p
0.22280,0.51733,n
0.12572,0.57906,n
0.05896,0.70924,n
0.51537,0.15562,p
0.30692,0.42036,n
0.46522,0.79559,p
0.97035,0.61188,p
0.15989,0.35619,n
0.10963,0.39234,p
0.25669,0.50308,n
0.27717,0.58066,n
0.96111,0.97979,p
0.42831,0.07333,p
0.20165,0.85942,p
0.09621,0.57446,n
0.17957,0.26530,p
0.48164,0.00263,p
0.60737,0.23413,p
0.94597,0.86769,p
0.13292,0.50724,n
0.58356,0.73833,p
0.86495,0.71385,p
0.16403,0.53950,n
0.18022,0.17428,p
0.23359,0.61622,n
0.16847,0.47173,n
0.30918,0.49306,p
0.40835,0.50551,p
0.62705,0.33128,p
0.00128,0.35854,p
0.12517,0.49770,n
0.53824,0.14812,p
0.71692,0.24394,p
0.66993,0.38898,p
0.37751,0.13374,p
0.42449,0.00517,p
0.49533,0.13569,p
0.57220,0.09152,n
0.06498,0.76361,p
0.29773,0.27265,p
0.58543,0.80208,p
0.27953,0.41144,n
0.44638,0.79961,p
0.48831,0.81424,p
0.50182,0.57325,p
0.69694,0.96558,p
0.39161,0.56298,p
0.76791,0.63241,p
0.24567,0.45198,n
0.27985,0.45996,n
0.30196,0.50710,n
0.03900,0.39493,p
0.72959,0.00366,p
0.20142,0.64688,n
0.03265,0.68307,p
0.20817,0.55844,n
0.27426,0.50030,n
0.21407,0.63184,n
0.09726,0.17307,p
0.29650,0.74588,p
0.79604,0.26884,p
0.13754,0.37544,n
0.30733,0.84533,p
0.34002,0.52156,n
0.27261,0.03841,p
0.20276,0.36648,n
0.81879,0.13261,p
0.40694,0.17799,p
0.49129,0.74050,p
0.03062,0.43206,p
0.33440,0.84325,p
0.93425,0.62910,p
0.66865,0.82916,p
0.19578,0.54664,n
0.28850,0.51335,n
0.35981,0.50850,p
0.37562,0.02390,p
0.17239,0.62490,n
0.36014,0.02165,p
0.13343,0.57655,n
0.29370,0.67759,p
0.17499,0.60286,p
0.26054,0.39151,n
0.17205,0.45631,n
0.12175,0.50624,n
0.20521,0.48979,n
0.11482,0.38361,n
0.17475,0.32005,p
0.62809,0.28571,p
0.13615,0.36488,n
0.00841,0.46241,p
0.73594,0.40368,p
0.31129,0.48357,n
0.08379,0.56207,n
0.31917,0.44583,n
0.77479,0.09998,p
0.29416,0.56951,n
0.29724,0.61237,n
0.69056,0.61466,p
0.09426,0.39959,n
0.95409,0.22745,p
0.54269,0.96078,p
0.16571,0.60364,n
0.18495,0.50122,n
0.07417,0.54543,n
0.26197,0.37845,n
0.20732,0.53411,p
0.21225,0.43094,n
0.27855,0.47213,n
0.32281,0.28155,p
0.19026,0.57163,p
0.24496,0.36022,p
0.60267,0.98557,p
0.79934,0.45248,p
0.16708,0.61291,n
0.28749,0.61341,n
0.22233,0.42608,p
0.24013,0.41043,n
0.99257,0.27451,p
0.58377,0.35612,p
0.17637,0.60054,p
0.33018,0.21995,n
0.05801,0.46961,p
0.08355,0.56603,n
0.22533,0.47989,n
0.34329,0.46960,n
0.05675,0.06851,n
0.20287,0.62790,n
0.16275,0.52155,n
0.16594,0.61505,n
0.17243,0.60614,n
0.82396,0.21703,n
0.25241,0.43763,n
0.40047,0.99889,p
0.33331,0.61060,p
0.06680,0.50775,n
0.33251,0.45324,n
0.25730,0.40621,n
0.22321,0.61710,n
0.50928,0.89842,p
0.83542,0.22225,p
0.22217,0.43701,p
0.29732,0.52477,n
0.21559,0.12397,n
0.92215,0.10507,p
0.20679,0.47079,p
0.11430,0.40740,n
0.13922,0.52370,n
0.10219,0.43342,n
0.08177,0.57011,n
0.17925,0.47632,n
0.30695,0.49724,n
0.17375,0.64262,n
0.35972,0.22620,p
0.97036,0.03339,p
0.27957,0.37638,n
0.21239,0.53916,n
0.19629,0.44896,n
0.21866,0.97170,p
0.29750,0.46606,n
0.11768,0.39994,n
0.13859,0.37986,n
0.34584,0.44750,n
0.20698,0.63110,p
0.01075,0.79270,p
0.25598,0.40917,p
0.93241,0.51712,p
0.16832,0.63274,n
0.24684,0.51238,n
0.02634,0.90591,p
0.87304,0.90255,p
0.39324,0.34276,n
0.61220,0.86259,p
0.25494,0.36360,n
0.40948,0.24657,p
0.08720,0.60195,p
0.50041,0.56754,p
0.09826,0.53231,n
0.15636,0.49977,n
0.13379,0.46021,n
0.68218,0.64481,p
0.08610,0.54389,n
0.16440,0.42918,n
0.11177,0.41115,n
0.26557,0.51848,n
0.25480,0.58256,n
0.49001,0.17773,p
0.17114,0.42867,n
0.29136,0.53385,n
0.24531,0.63361,p
0.87967,0.50253,p
0.11186,0.61055,n
0.91978,0.04945,p
0.12492,0.46794,n
0.12708,0.38082,n
0.15816,0.59104,n
0.52537,0.58600,p
0.52438,0.79819,p
0.32361,0.56556,n
0.23784,0.38847,n
0.24429,0.53800,p
0.50082,0.72607,p
0.85245,0.85907,p
0.10652,0.39021,n
0.86545,0.68147,p
0.15941,0.47800,n
0.27850,0.46290,n
0.12484,0.49924,n
0.41670,0.94701,p
0.21034,0.61767,n
0.17331,0.43906,n
0.19782,0.50218,n
0.14861,0.49320,n
0.09588,0.48656,n
0.11888,0.42627,n
0.14900,0.44610,n
0.61104,0.41000,n
0.04599,0.02295,n
0.27696,0.80734,p
0.28521,0.53465,n
0.13921,0.54912,n
0.21869,0.63744,n
0.07536,0.57903,n
0.96523,0.80068,p
0.98190,0.65789,p
0.15509,0.79386,p
0.17831,0.55573,n
0.21219,0.56726,n
0.67616,0.97551,p
0.53578,0.34086,p
0.48004,0.52232,p
0.09888,0.49039,n
0.81054,0.91986,n
0.13036,0.68644,p
0.84747,0.24334,p
0.12898,0.42242,p
0.29272,0.60459,n
0.87951,0.99541,p
0.44017,0.72103,p
0.28545,0.91542,p
0.64738,0.13864,p
0.62545,0.69143,p
0.17254,0.61153,n
0.27266,0.13514,p
0.44775,0.36364,p
0.24792,0.62843,n
0.37383,0.05083,p
0.08767,0.53859,n
0.32033,0.43559,p
0.09019,0.53028,n
0.34845,0.52032,p
0.09111,0.43380,n
0.48701,0.16558,p
0.04131,0.87404,n
0.11419,0.59489,n
0.31722,0.47891,n
0.16123,0.42499,n
0.12144,0.56505,p
0.23557,0.41187,n
0.46517,0.16637,p
0.30394,0.41007,n
0.09507,0.41858,n
0.00858,0.28919,p
0.14882,0.54672,p
0.12834,0.56700,p
0.17236,0.38624,n
0.78468,0.63638,p
0.73374,0.18780,p
0.75221,0.44646,p
0.44263,0.81059,p
0.21987,0.39542,n
0.07166,0.51694,n
0.81896,0.11013,p
0.85975,0.34671,p
0.21210,0.57437,n
0.14894,0.09705,p
0.68145,0.05359,p
0.43375,0.16942,p
0.09300,0.40333,n
0.11695,0.37585,n
0.52507,0.20504,p
0.77218,0.07485,p
0.31693,0.46503,n
0.94282,0.95810,p
0.47244,0.21569,p
0.32813,0.46767,n
0.13721,0.41460,n
0.15086,0.93127,p
0.21856,0.40766,n
0.22720,0.39335,p
0.63664,0.14157,p
0.88683,0.55315,p
0.18497,0.60394,n
0.05350,0.48752,n
0.24377,0.71519,p
0.27384,0.43821,n
0.17880,0.42558,n
0.11803,0.40549,n
0.71448,0.63584,p
0.40814,0.86238,n
0.20884,0.52241,n
0.15789,0.46792,n
0.46542,0.06860,p
0.13859,0.66276,p
0.28659,0.58538,n
0.12061,0.08355,p
0.08921,0.05826,p
0.95596,0.18495,p
0.58424,0.19905,n
0.15403,0.40737,n
0.16176,0.42310,n
0.20010,0.42464,n
0.27133,0.51041,p
0.80227,0.40068,p
0.26378,0.21026,p
0.03458,0.21883,p
0.22238,0.47931,n
0.17715,0.75999,p
0.98143,0.38096,p
0.86780,0.08767,p
0.21370,0.60287,n
0.16612,0.59651,n
0.27273,0.85863,p
0.99218,0.42213,p
0.29401,0.54719,n
0.19724,0.54340,p
0.16693,0.48488,p
0.48101,0.76408,p
0.08157,0.46820,n
0.83040,0.16835,p
0.99252,0.51426,p
0.56137,0.22356,p
0.81094,0.23938,p
0.21741,0.70824,n
0.71278,0.50049,p
0.20094,0.28360,n
0.13764,0.61041,n
0.74320,0.85592,p
0.32542,0.00681,n
0.45230,0.74544,p
0.24311,0.55294,n
0.52281,0.57376,p
0.74323,0.66692,p
0.22250,0.35994,n
0.34177,0.82036,p
0.60061,0.58332,p
0.74145,0.27466,n
0.29380,0.39363,n
0.68034,0.47225,p
0.57927,0.87051,p
0.07957,0.58011,n
0.10872,0.47336,n
0.06973,0.51701,n
0.23873,0.41100,n
0.08039,0.71321,p
0.12092,0.52043,n
0.16143,0.48073,n
0.12871,0.25915,n
0.24683,0.59337,n
0.77838,0.19864,p
0.87543,0.76392,p
0.63910,0.18152,p
0.56384,0.36216,n
0.28758,0.55945,n
0.11934,0.49448,n
0.55506,0.88930,p
0.99157,0.35506,p
0.39447,0.57152,p
0.22741,0.62401,n
0.71353,0.40298,p
0.28085,0.78144,p
0.20542,0.00487,p
0.29271,0.48282,n
0.16675,0.10593,p
0.32778,0.54419,n
0.14106,0.50300,n
0.09027,0.50036,n
0.61792,0.04869,p
0.07326,0.56910,n
0.91555,0.23177,p
0.16112,0.51512,n
0.12343,0.37854,n
0.18239,0.49479,n
0.32053,0.47987,n
0.09623,0.06381,p
0.95286,0.54424,n
0.30844,0.40640,n
0.30133,0.50553,n
0.08463,0.04592,p
0.83921,0.42264,p
0.71314,0.29923,p
0.42204,0.08563,p
0.18809,0.35398,n
0.91079,0.09050,p
0.63259,0.48906,p
0.17876,0.47511,n
0.58825,0.48944,n
0.25572,0.48789,n
0.65969,0.25120,p
0.75912,0.73676,p
0.22913,0.60377,n
0.00417,0.65981,p
0.20332,0.15176,p
0.15719,0.62281,n
0.18543,0.63786,n
0.13872,0.39887,n
0.27544,0.90327,p
0.19534,0.39969,n
0.40577,0.70858,p
0.56244,0.09214,p
0.58131,0.42477,p
0.73935,0.05528,p
0.27438,0.62165,p
0.56507,0.85368,p
0.11176,0.40219,n
0.45763,0.26167,n
0.32389,0.54617,n
0.82333,0.26977,p
0.27293,0.44578,n
0.30916,0.11948,n
0.37225,0.97480,p
0.93894,0.77452,p
0.64139,0.12939,n
0.06436,0.48113,n
0.91141,0.46320,p
0.83331,0.98915,p
0.08223,0.54821,n
0.38895,0.14216,p
0.27985,0.48366,n
0.24175,0.40821,n
0.16127,0.18923,p
0.75003,0.10837,p
0.51140,0.63053,p
0.11750,0.40650,n
0.31155,0.56679,n
0.97668,0.96915,p
0.84844,0.16614,p
0.25102,0.41630,n
0.66326,0.03212,p
0.05749,0.49738,n
0.43323,0.62360,p
0.35445,0.46958,p
0.16266,0.50662,n
0.71067,0.39156,p
0.97990,0.34228,p
0.88799,0.59976,n
0.20387,0.61396,p
0.17016,0.54046,n
0.52930,0.40366,p
0.04469,0.41437,p
0.70422,0.07654,p
0.14640,0.45132,n
0.91212,0.87444,p
0.61864,0.93694,p
0.13912,0.46321,n
0.29154,0.12507,p
0.32883,0.42408,n
0.27539,0.05784,p
0.99235,0.83845,p
0.50521,0.04091,p
0.21414,0.47359,n
0.23871,0.60876,p
0.70072,0.33103,p
0.84388,0.18446,p
0.72583,0.90716,p
0.30534,0.57899,n
0.83281,0.18651,p
0.05745,0.02861,p
0.76432,0.64331,p
0.12498,0.48256,n
0.79641,0.90647,p
0.11556,0.48824,n
0.20986,0.40009,n
0.93059,0.64504,p
0.37004,0.02886,p
0.00779,0.83816,n
0.11964,0.54515,n
0.47306,0.48235,p
0.23735,0.40072,n
0.30265,0.45250,n
0.09338,0.35950,p
0.92799,0.96564,p
0.62181,0.34279,p
0.04545,0.08131,p
0.20180,0.62111,n
0.98468,0.85022,p
0.33764,0.58759,p
0.98533,0.78174,p
0.84014,0.83178,p
0.11627,0.50693,n
0.44857,0.37229,p
0.00886,0.88802,p
0.51097,0.90188,p
0.32284,0.46520,n
0.20440,0.77515,p
0.98924,0.24488,p
0.47228,0.07046,p
0.25822,0.58086,n
0.65057,0.86461,p
0.03815,0.50451,p
0.36487,0.53105,p
0.10471,0.50940,n
0.15492,0.56508,n
0.20945,0.49372,n
0.13447,0.42652,n
0.18479,0.58939,n
0.10260,0.88629,p
0.05907,0.49505,n
0.86893,0.08231,n
0.34400,0.48069,n
0.14183,0.58135,n
0.64600,0.33059,p
0.17004,0.81269,p
0.18410,0.55689,n
0.35127,0.52936,p
0.19105,0.30892,p
0.89870,0.44614,p
0.62863,0.81244,n
0.22240,0.39105,p
0.49498,0.60498,p
0.11657,0.43615,n
0.51383,0.88648,p
0.25279,0.45778,n
0.31947,0.31421,n
0.66100,0.24702,p
0.38375,0.98303,p
0.50414,0.00562,p
0.77662,0.92708,p
0.96415,0.25058,p
0.13782,0.31407,p
0.38615,0.58817,p
0.80894,0.42824,p
0.83481,0.76970,p
0.71408,0.05706,p
0.74465,0.06620,p
0.31171,0.54257,n
0.21506,0.59909,n
0.27327,0.81028,p
0.22265,0.39136,p
0.25586,0.54076,n
0.21656,0.57998,n
0.01185,0.92233,n
0.62113,0.07580,p
0.17082,0.46637,n
0.17110,0.47073,n
0.33062,0.55754,n
0.18089,0.47269,n
0.43844,0.21442,p
0.31305,0.49743,n
0.56773,0.55508,n
0.70733,0.11606,p
0.88595,0.97891,p
0.22877,0.57651,n
0.17944,0.23575,p
0.23698,0.62621,p
0.20368,0.59913,n
0.62811,0.19112,p
0.32690,0.25817,p
0.26764,0.44597,n
0.08649,0.49121,n
0.10854,0.54093,n
0.08466,0.15934,p
0.09685,0.59655,n
0.83988,0.83493,p
0.19298,0.35345,n
0.25298,0.56099,n
0.16225,0.36758,n
0.23829,0.43721,n
0.71271,0.22490,p
0.26643,0.53130,n
0.37995,0.13013,p
0.37401,0.05514,p
0.10627,0.13109,n
0.19429,0.51102,n
0.14231,0.60391,n
0.29810,0.56100,n
0.23389,0.38514,n
0.30494,0.78620,n
0.20590,0.87525,p
0.23195,0.42438,n
0.63007,0.26898,p
0.20531,0.55663,n
0.09679,0.56400,n
0.19351,0.63947,n
0.28252,0.46589,n
0.16039,0.88156,p
0.42736,0.36649,p
0.90759,0.33385,p
0.55957,0.63610,p
0.61668,0.57567,p
0.73080,0.50348,p
0.12707,0.39025,n
0.43622,0.93825,p
0.08414,0.48248,n
0.15082,0.55380,n
0.27666,0.44698,n
0.32674,0.44546,n
0.43052,0.84062,p
0.71467,0.09268,p
0.41341,0.48637,p
0.14678,0.43451,n
0.21371,0.43037,n
0.14925,0.60220,n
0.08785,0.44398,n
0.52634,0.90446,p
0.45213,0.37400,p
0.06316,0.20439,p
0.19854,0.63049,n
0.33984,0.53137,p
0.97917,0.97397,p
0.32849,0.53112,p
0.15094,0.61078,n
0.78588,0.12593,p
0.20920,0.38851,n
0.11342,0.23158,p
0.23766,0.39582,n
0.24055,0.57409,n
0.85444,0.39194,p
0.32859,0.49476,n
0.86641,0.61576,p
0.24850,0.62741,n
0.18614,0.36273,n
0.22450,0.38668,n
0.08582,0.41582,n
0.24488,0.63083,n
0.40394,0.97142,p
0.32786,0.42518,n
0.77841,0.88332,p
0.14547,0.42448,n
0.25267,0.58516,n
0.27626,0.51138,n
0.18704,0.43822,n
0.63373,0.09463,n
0.30025,0.10808,p
0.38306,0.43441,p
0.28136,0.69611,n
0.55131,0.20731,p
0.55131,0.48646,p
0.33172,0.23176,p
0.22206,0.51713,n
0.14513,0.56683,n
0.30667,0.52132,n
0.22539,0.51484,n
0.15118,0.49327,n
0.74630,0.00455,p
0.20512,0.61734,n
0.11911,0.49621,n
0.18463,0.50500,p
0.74881,0.00699,n
0.09587,0.58424,n
0.90096,0.36551,p
0.12628,0.82983,p
0.25928,0.87322,p
0.76229,0.42725,p
0.67129,0.19476,p
0.15810,0.07323,p
0.23130,0.52774,n
0.39305,0.08094,p
0.06366,0.45797,n
0.19014,0.61895,n
0.70290,0.28196,p
0.63276,0.13234,p
0.12986,0.47169,n
0.26741,0.45087,n
0.23130,0.49840,n
0.23417,0.59240,n
0.64385,0.59593,n
0.88015,0.87124,p
0.31738,0.53338,n
0.42273,0.15891,n
0.19274,0.43982,n
0.66618,0.49863,p
0.04395,0.48713,p
0.20726,0.48786,p
0.83149,0.41776,p
0.07585,0.74037,p
0.19899,0.60456,n
0.77665,0.13465,p
0.16680,0.46865,n
0.18037,0.64096,n
0.72225,0.50415,p
0.22436,0.37748,n
0.04221,0.03158,p
0.35828,0.85909,p
0.22302,0.05721,p
0.19836,0.62939,n
0.29973,0.29350,p
0.23900,0.53851,n
0.07618,0.55885,n
0.24656,0.53088,p
0.22611,0.38483,n
0.67566,0.56169,n
0.59890,0.01879,p
0.15475,0.32048,p
0.07062,0.55968,n
0.27557,0.44821,n
0.25074,0.55745,n
0.24759,0.35913,n
0.81431,0.69831,p
0.30897,0.44715,p
0.22172,0.58351,n
0.28399,0.39303,n
0.99620,0.86805,p
0.06118,0.49513,n
0.10220,0.27362,n
0.10159,0.59863,n
0.68476,0.20763,p
0.81974,0.82400,p
0.26102,0.45288,n
0.02530,0.35084,p
0.51483,0.07819,p
0.25638,0.56562,n
0.09290,0.45275,n
0.10614,0.60703,p
0.13857,0.36852,n
0.62523,0.63449,p
0.18765,0.39858,n
0.05420,0.49334,n
0.00444,0.60316,p
0.42585,0.18364,p
0.97863,0.67360,p
0.22128,0.60062,n
0.78083,0.96455,p
0.27307,0.68628,p
0.55695,0.29186,n
0.08358,0.59125,n
0.46307,0.96832,p
0.05354,0.46962,n
0.80027,0.97302,p
0.28268,0.54100,n
0.25968,0.39780,n
0.60722,0.52050,p
0.68882,0.09915,p
0.79248,0.09986,n
0.16159,0.46382,n
0.34935,0.24038,p
0.30537,0.12272,p
0.21958,0.50606,n
0.12406,0.49861,n
0.10340,0.52099,n
0.09486,0.55744,n
0.10007,0.99430,p
0.44412,0.24097,p
0.58196,0.60858,p
0.17847,0.50327,n
0.58359,0.43829,p
0.20061,0.36382,p
0.15665,0.56472,n
0.28994,0.53432,n
0.73979,0.75115,p
0.58869,0.53905,n
0.27480,0.02823,p
0.16254,0.54243,n
0.28375,0.53316,n
0.84759,0.02757,p
0.01150,0.33997,p
0.15708,0.55595,n
0.12490,0.42401,n
0.17284,0.07431,p
0.50260,0.27894,p
0.25693,0.56648,n
0.22300,0.53367,n
0.21448,0.61586,n
0.20528,0.49511,n
0.06660,0.49618,p
0.32798,0.47056,n
0.17171,0.47974,n
0.23546,0.50529,p
0.10406,0.21168,p
0.67624,0.80550,p
0.19513,0.55087,n
0.40679,0.00952,p
0.31066,0.44095,n
0.24704,0.55788,n
0.31084,0.51774,n
0.92766,0.90979,p
0.16661,0.45725,p
0.13478,0.56162,n
0.14680,0.18041,p
0.59421,0.14908,p
0.66872,0.00154,p
0.28805,0.43723,n
0.87081,0.24179,p
0.81731,0.16349,n
0.85483,0.33703,p
0.20724,0.61821,p
0.97668,0.95711,p
0.27162,0.56218,n
0.22501,0.36160,n
0.17609,0.62934,n
0.24849,0.54824,p
0.08456,0.47717,n
0.27581,0.60339,p
0.10781,0.38495,n
0.48236,0.81778,p
0.44124,0.20243,p
0.02204,0.78390,p
0.13989,0.63194,n
0.13764,0.44630,n
0.17083,0.05012,p
0.67504,0.11953,n
0.29927,0.45459,n
0.59631,0.44651,p
0.13912,0.49906,n
0.28937,0.51667,n
0.85170,0.19882,p
0.24580,0.43751,n
0.53143,0.89328,p
0.29672,0.48113,n
0.11797,0.49866,n
0.26380,0.55627,n
0.81301,0.71851,p
0.46837,0.34750,p
0.62364,0.89662,p
0.18219,0.48105,p
0.54279,0.26821,p
0.25390,0.39211,n
0.20882,0.47102,n
0.83742,0.19679,p
0.34780,0.62610,p
0.18375,0.41162,n
0.56062,0.37545,p
0.27145,0.33325,p
0.38550,0.95841,p
0.94378,0.19644,p
0.21513,0.53460,n
0.14181,0.41499,n
0.93994,0.10658,p
0.91291,0.31671,p
0.17355,0.38715,n
0.51216,0.15027,p
0.69228,0.22314,p
0.10412,0.43479,n
