@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.25719,0.56448,p
0.64063,0.95642,n
0.13976,0.44725,n
0.09699,0.92878,p
0.26640,0.41178,n
0.15569,0.27111,p
0.18582,0.43525,n
0.91198,0.21826,p
0.13807,0.18013,p
0.20603,0.61243,n
0.70776,0.81158,p
0.20229,0.06570,p
0.14722,0.57284,n
0.74658,0.16432,n
0.05355,0.51737,n
0.06926,0.43304,n
0.12038,0.59429,n
0.23854,0.55665,p
0.49141,0.28482,p
0.29292,0.39068,n
0.14499,0.57543,p
0.58158,0.08793,p
0.32387,0.84339,p
0.34328,0.53014,n
0.24293,0.38980,n
0.17347,0.35840,n
0.10896,0.56199,n
0.25471,0.43493,n
0.26120,0.54640,n
0.96941,0.63752,p
0.14189,0.56327,n
0.33357,0.81539,p
0.76052,0.16921,p
0.59868,0.46118,p
0.32447,0.46866,n
0.18981,0.54307,n
0.00830,0.91956,p
0.62774,0.93525,p
0.18573,0.63810,n
0.29957,0.58112,n
0.29574,0.44316,n
0.09496,0.53078,n
0.58846,0.08023,p
0.09965,0.54883,n
0.80302,0.11297,p
0.15093,0.50177,n
0.16973,0.36099,n
0.17874,0.58048,n
0.98746,0.35698,p
0.21831,0.39957,n
0.64809,0.19671,p
0.73389,0.96314,p
0.07931,0.80947,p
0.25702,0.46338,p
0.01360,0.92529,p
0.98752,0.05602,n
0.06017,0.50185,n
0.55525,0.18182,p
0.26232,0.43379,n
0.23138,0.20321,p
0.64271,0.29846,p
0.21661,0.56952,n
0.12046,0.48736,n
0.13581,0.42847,n
0.68539,0.14794,p
0.31827,0.41915,n
0.25467,0.61091,n
0.23763,0.37077,p
0.20085,0.57055,n
0.05773,0.17843,n
0.20168,0.42315,n
0.29525,0.40792,n
0.33434,0.51822,n
0.31427,0.53308,n
0.22336,0.54572,n
0.42986,0.67891,p
0.33314,0.44962,p
0.06942,0.55918,n
0.59560,0.46140,p
0.11707,0.49613,n
0.16403,0.53547,n
0.08433,0.57852,n
0.71079,0.06214,p
0.04122,0.61825,p
0.19904,0.62516,n
0.19801,0.45790,n
0.68533,0.71040,n
0.39201,0.78384,p
0.68286,0.94171,n
0.40624,0.08710,p
0.83626,0.33959,p
0.21366,0.35371,n
0.10091,0.55268,n
0.29117,0.54429,n
0.42070,0.97815,p
0.16187,0.57516,n
0.13988,0.51599,n
0.87739,0.16215,p
0.32090,0.43830,n
0.22447,0.62945,n
0.34010,0.33104,p
0.07138,0.47788,n
0.70841,0.45465,p
0.26561,0.56027,n
0.70123,0.97301,p
0.94831,0.91995,p
0.16365,0.63223,n
0.17517,0.35526,n
0.21403,0.58535,n
0.37891,0.00912,p
0.10402,0.59122,n
0.05377,0.47066,n
0.40022,0.67290,p
0.23979,0.64954,p
0.47171,0.14178,p
0.29097,0.39696,n
0.09472,0.44288,n
0.98087,0.65402,p
0.76233,0.83682,p
0.16111,0.53092,n
0.64994,0.53841,n
0.40750,0.91378,p
0.17628,0.43799,n
0.68688,0.69064,p
0.11286,0.49369,n
0.21902,0.38418,n
0.23075,0.44027,n
0.07444,0.45301,n
0.31782,0.20533,p
0.36124,0.11971,p
0.23409,0.49900,n
0.13708,0.52221,n
0.23656,0.36627,n
0.20715,0.40912,n
0.07779,0.58235,n
0.17542,0.48170,n
0.33536,0.52232,n
0.32016,0.41739,n
0.09421,0.58622,n
0.19130,0.70776,p
0.25853,0.42348,n
0.10495,0.45573,n
0.12895,0.46587,n
0.28871,0.46523,n
0.25516,0.46921,n
0.99057,0.14852,p
0.32124,0.17281,p
0.13359,0.53912,n
0.18682,0.54687,n
0.14368,0.63107,n
0.80341,0.42385,p
0.25562,0.51668,n
0.72079,0.74922,p
0.19796,0.59197,p
0.14532,0.36585,n
0.85157,0.79102,p
0.67725,0.34006,n
0.32321,0.47962,p
0.49570,0.36345,p
0.34984,0.53197,p
0.18092,0.60926,n
0.17505,0.38332,n
0.69067,0.00460,p
0.23203,0.46332,p
0.82292,0.96200,p
0.16050,0.68387,p
0.26785,0.36766,n
0.55403,0.76188,p
0.14034,0.58229,n
0.96682,0.38504,p
0.16004,0.50280,n
0.30852,0.51217,p
0.15658,0.62519,n
0.05839,0.50689,n
0.10246,0.74250,p
0.51064,0.16809,p
0.22272,0.39837,n
0.19838,0.08781,p
0.07046,0.54301,n
0.14130,0.48368,n
0.12705,0.68571,p
0.11520,0.38059,n
0.19654,0.51874,n
0.18544,0.53183,n
0.27579,0.77005,p
0.23334,0.58600,n
0.31133,0.41644,n
0.16923,0.51060,n
0.49371,0.37181,p
0.13616,0.61305,p
0.17164,0.50953,n
0.22219,0.44252,n
0.83015,0.56669,p
0.36402,0.44847,p
0.21775,0.43737,n
0.22826,0.57284,n
0.30012,0.46150,n
0.37155,0.78849,p
0.17816,0.40631,n
0.89131,0.40771,p
0.55971,0.46135,p
0.07985,0.36894,p
0.20458,0.64261,n
0.30572,0.54584,n
0.80812,0.11557,p
0.17968,0.39495,n
0.23805,0.56085,n
0.19448,0.51766,n
0.11494,0.50878,n
0.25911,0.61621,n
0.09598,0.66066,n
0.68733,0.04313,p
0.15438,0.53979,n
0.26585,0.39917,n
0.70830,0.57312,p
0.62823,0.59919,p
0.10980,0.61966,n
0.80897,0.24823,p
0.07601,0.45255,n
0.30484,0.49148,n
0.39508,0.64560,n
0.32301,0.60682,p
0.11580,0.59915,n
0.87100,0.98661,p
0.04577,0.87849,p
0.27655,0.92008,p
0.89513,0.24751,n
0.37889,0.29597,p
0.61652,0.33182,p
0.92834,0.56673,p
0.23809,0.38122,n
0.22641,0.70476,p
0.60561,0.32549,p
0.95445,0.77920,p
0.24720,0.51603,n
0.27072,0.49306,n
0.93637,0.16317,p
0.39719,0.54782,p
0.25165,0.54279,n
0.13534,0.85954,p
0.24228,0.69723,p
0.12186,0.77841,p
0.12722,0.38506,n
0.29294,0.28219,p
0.15654,0.43244,n
0.30771,0.51496,n
0.28777,0.44600,n
0.91222,0.90592,p
0.06882,0.51885,n
0.58322,0.44722,n
0.31541,0.49358,n
0.44628,0.97930,p
0.06693,0.55333,n
0.27918,0.44568,p
0.25173,0.51499,n
0.27005,0.88408,p
0.28337,0.74990,p
0.56115,0.25492,p
0.30503,0.52594,n
0.14891,0.52825,n
0.30115,0.54512,n
0.13117,0.41332,n
0.14520,0.51224,n
0.80203,0.13146,p
0.20606,0.55484,n
0.12898,0.42586,n
0.42133,0.43227,p
0.09969,0.58857,p
0.42094,0.24958,p
0.32474,0.43960,n
0.81338,0.18178,p
0.33064,0.94456,p
0.25466,0.58589,n
0.26200,0.43864,n
0.25808,0.52831,n
0.18671,0.43601,n
0.14309,0.60223,n
0.16471,0.40249,n
0.55211,0.40375,p
0.32119,0.51325,n
0.15626,0.52748,n
0.26111,0.44762,n
0.07817,0.90890,p
0.05650,0.52814,n
0.30059,0.67377,p
0.59735,0.29986,p
0.06305,0.54292,n
0.73304,0.98385,p
0.10389,0.37324,p
0.26379,0.56064,n
0.36060,0.57756,p
0.25458,0.36721,n
0.58180,0.23662,p
0.65250,0.09506,n
0.18507,0.41158,n
0.23715,0.58797,n
0.22295,0.43919,n
0.22274,0.63046,n
0.73845,0.24779,p
0.99922,0.39150,p
0.43660,0.65219,p
0.20335,0.34552,p
0.29904,0.60956,n
0.80881,0.10906,p
0.22743,0.56461,p
0.26418,0.50933,n
0.05910,0.30225,p
0.48179,0.90961,p
0.63752,0.58515,p
0.36639,0.00061,p
0.25892,0.38218,n
0.12219,0.50106,n
0.26008,0.57417,n
0.20976,0.53469,n
0.24035,0.58925,n
0.52966,0.34006,p
0.39560,0.42319,p
0.83965,0.98764,p
0.53866,0.71685,p
0.95928,0.97062,p
0.21643,0.56850,n
0.10523,0.48401,n
0.34814,0.50009,n
0.15067,0.49647,n
0.04981,0.16402,p
0.13858,0.50616,n
0.10469,0.45630,n
0.23863,0.56546,n
0.25599,0.51005,n
0.53253,0.22334,p
0.16020,0.36499,n
0.78682,0.68072,p
0.28131,0.46428,n
0.10517,0.57597,n
0.27557,0.42038,n
0.08581,0.48623,n
0.25454,0.41069,n
0.36159,0.07701,p
0.68562,0.48985,p
0.27658,0.51445,n
0.27731,0.52542,n
0.26034,0.42153,n
0.29396,0.57678,n
0.16269,0.56500,n
0.21678,0.40608,p
0.07513,0.58090,n
0.70166,0.17369,p
0.61753,0.71175,p
0.09234,0.53924,n
0.08872,0.54853,n
0.30945,0.74470,n
0.19607,0.61410,n
0.32446,0.76765,p
0.82725,0.08744,p
0.26889,0.55401,n
0.00872,0.93286,p
0.11257,0.51891,n
0.67071,0.28936,p
0.62261,0.07268,p
0.88457,0.30436,p
0.24075,0.47504,n
0.10729,0.59808,n
0.78586,0.77658,n
0.06258,0.47839,p
0.25363,0.47292,n
0.23146,0.47657,p
0.21197,0.87129,p
0.20915,0.50829,n
0.17725,0.47618,n
0.14484,0.59177,n
0.07781,0.97124,p
0.25475,0.48685,n
0.76808,0.64060,p
0.07410,0.41893,n
0.21957,0.41886,p
0.70709,0.93684,p
0.95316,0.42685,p
0.09223,0.47858,n
0.09008,0.42067,p
0.98686,0.39915,p
0.75356,0.81233,p
0.21748,0.63692,n
0.92538,0.01361,p
0.27427,0.37772,n
0.05797,0.53922,n
0.28610,0.39252,n
0.65231,0.15446,p
0.17099,0.44474,n
0.28390,0.67437,p
0.21760,0.49940,n
0.18464,0.54179,n
0.32512,0.26253,p
0.36081,0.74232,p
0.37556,0.03167,p
0.55153,0.58005,p
0.16043,0.40952,n
0.30100,0.40577,n
0.21004,0.35478,n
0.28403,0.57819,n
0.18753,0.64645,n
0.30143,0.48736,p
0.05204,0.69059,p
0.80090,0.72145,p
0.26277,0.25090,p
0.04925,0.93687,p
0.32135,0.53653,n
0.58688,0.45043,n
0.17441,0.54024,p
0.15093,0.40083,n
0.16672,0.46353,p
0.06744,0.54415,n
0.16657,0.45623,n
0.14100,0.47443,n
0.72666,0.21304,n
0.10717,0.63127,p
0.61572,0.18508,p
0.47681,0.83599,p
0.24372,0.33412,p
0.43010,0.00265,p
0.29173,0.45154,n
0.05237,0.08126,p
0.21674,0.52082,n
0.13551,0.59602,n
0.37756,0.67256,p
0.82960,0.96488,p
0.39857,0.98805,p
0.27796,0.32830,p
0.84542,0.09909,p
0.23711,0.42921,n
0.23170,0.38766,n
0.14975,0.58032,n
0.27109,0.38178,n
0.28948,0.17125,p
0.62624,0.08071,p
0.26232,0.53009,n
0.33476,0.46656,n
0.25062,0.60798,n
0.35413,0.60708,p
0.32176,0.47323,n
0.57331,0.22230,p
0.13108,0.50544,n
0.16636,0.60130,n
0.12385,0.59053,n
0.24065,0.43992,n
0.72424,0.73735,p
0.13428,0.04718,p
0.08144,0.71614,p
0.93235,0.81815,p
0.15544,0.49274,n
0.49013,0.38744,p
0.27384,0.40912,n
0.46964,0.24653,p
0.29688,0.44868,n
0.98037,0.30653,p
0.64839,0.33486,p
0.42144,0.83109,p
0.72669,0.57315,p
0.28211,0.59554,n
0.77519,0.03229,p
0.23128,0.63441,n
0.40306,0.76288,p
0.24406,0.48968,n
0.14445,0.23728,p
0.21994,0.60797,n
0.41728,0.13944,p
0.18434,0.80024,p
0.25902,0.63292,n
0.17277,0.78602,p
0.42015,0.13024,p
0.29530,0.10500,p
0.22071,0.46518,p
0.58044,0.30516,p
0.11764,0.59546,n
0.00137,0.04566,n
0.22305,0.42632,n
0.83283,0.30897,n
0.21372,0.39153,n
0.77049,0.57359,p
0.26908,0.62028,n
0.05371,0.50709,n
0.31105,0.58180,n
0.29883,0.47005,n
0.87247,0.14410,p
0.23306,0.90481,p
0.94806,0.38285,p
0.32148,0.35127,p
0.96968,0.99419,p
0.48942,0.66045,p
0.43084,0.91881,p
0.28401,0.35955,p
0.19508,0.48788,n
0.09851,0.58649,n
0.05284,0.49525,n
0.89828,0.27726,p
0.75894,0.66022,p
0.24939,0.67449,p
0.10450,0.38584,n
0.15257,0.47236,n
0.17323,0.60175,n
0.34454,0.66584,p
0.21178,0.62162,n
0.80688,0.13863,n
0.91422,0.36570,n
0.11625,0.47059,n
0.29448,0.16724,n
0.28591,0.57885,n
0.65646,0.28587,p
0.08898,0.50618,n
0.74943,0.78953,p
0.24374,0.42703,n
0.18290,0.48829,n
0.75950,0.55623,p
0.25572,0.37162,n
0.16119,0.42265,n
0.27505,0.61900,n
0.08423,0.50148,n
0.11095,0.49493,n
0.63359,0.61747,p
0.06052,0.89397,p
0.90707,0.61253,n
0.88832,0.74612,p
0.03995,0.02399,p
0.19307,0.41539,n
0.12534,0.58168,n
0.28044,0.52534,n
0.03461,0.78959,n
0.30752,0.02981,p
0.19172,0.36442,n
0.79394,0.33246,p
0.23382,0.49658,n
0.00493,0.35222,p
0.13834,0.53796,n
0.20249,0.47793,p
0.30593,0.25751,p
0.12434,0.59915,n
0.34195,0.50815,n
0.65325,0.94599,p
0.12771,0.55383,n
0.57370,0.71054,p
0.07139,0.47408,n
0.16327,0.63996,n
0.92983,0.24835,p
0.22558,0.41749,p
0.26632,0.41873,n
0.30621,0.40212,n
0.19967,0.51042,n
0.69322,0.49717,p
0.23230,0.51284,n
0.93402,0.61315,p
0.57075,0.79378,n
0.80762,0.44270,n
0.69184,0.43951,p
0.81008,0.88162,p
0.36741,0.67615,p
0.18923,0.38652,n
0.71813,0.91602,p
0.14554,0.37641,p
0.17207,0.27611,p
0.89612,0.63046,p
0.32209,0.29908,p
0.01504,0.65384,n
0.09160,0.48438,n
0.29394,0.41786,n
0.43033,0.89842,p
0.28820,0.45552,n
0.15170,0.49987,n
0.10371,0.59952,n
0.01429,0.49780,p
0.63710,0.89413,p
0.21953,0.42678,n
0.12049,0.93211,p
0.24697,0.58967,n
0.70716,0.57340,p
0.15794,0.63773,n
0.30046,0.99454,p
0.20627,0.52316,n
0.28334,0.45999,n
0.21030,0.78652,p
0.71213,0.39942,p
0.93640,0.18382,p
0.17264,0.98616,p
0.06358,0.51359,p
0.57710,0.26592,n
0.90359,0.17148,p
0.18621,0.38341,n
0.20491,0.63724,n
0.12959,0.88633,p
0.63092,0.26144,p
0.76621,0.34492,p
0.60136,0.90872,p
0.66915,0.54492,p
0.10740,0.55781,n
0.19172,0.57718,n
0.32229,0.99371,p
0.18762,0.53045,p
0.07938,0.30195,p
0.15130,0.52296,n
0.88205,0.21139,p
0.29899,0.52665,n
0.22362,0.25856,p
0.78930,0.98304,p
0.35056,0.46906,p
0.59248,0.91741,p
0.18964,0.56701,p
0.93409,0.89111,p
0.14479,0.51302,n
0.74935,0.03788,p
0.12355,0.37801,n
0.08102,0.53481,n
0.91108,0.90393,p
0.22266,0.49987,n
0.76468,0.73397,p
0.17875,0.39624,n
0.06337,0.70760,p
0.54184,0.39950,p
0.14417,0.73889,n
0.22762,0.44099,n
0.26064,0.73598,p
0.74356,0.32346,p
0.15264,0.84509,p
0.22679,0.47430,n
0.30150,0.38083,p
0.32342,0.71279,p
0.02168,0.51049,p
0.64758,0.85125,p
0.20166,0.53776,n
0.42320,0.80907,p
0.61988,0.08197,p
0.67308,0.46768,p
0.15800,0.93117,p
0.48833,0.05227,p
0.26794,0.55861,n
0.66633,0.63356,p
0.35755,0.76681,p
0.25435,0.12534,p
0.84718,0.95078,p
0.27321,0.48415,p
0.29234,0.46440,p
0.52467,0.55532,p
0.06568,0.85350,p
0.09847,0.50261,n
0.43173,0.71921,p
0.16160,0.28765,n
0.62841,0.18565,n
0.24803,0.07418,p
0.11207,0.14034,p
0.96654,0.06878,p
0.06322,0.54638,n
0.54386,0.91799,p
0.38012,0.06277,p
0.22852,0.41136,n
0.59829,0.88972,n
0.06069,0.49060,p
0.12906,0.40441,n
0.03380,0.85810,p
0.48592,0.46480,n
0.20249,0.39378,n
0.98248,0.45419,p
0.25526,0.58163,n
0.75394,0.41924,n
0.16188,0.43072,n
0.08993,0.52458,p
0.29556,0.75067,p
0.06701,0.59689,p
0.25473,0.50102,n
0.30006,0.42972,n
0.51120,0.11469,p
0.05449,0.25226,p
0.02418,0.32879,p
0.08130,0.41837,n
0.19776,0.64371,n
0.19040,0.52743,n
0.32799,0.10728,p
0.25917,0.37938,p
0.27758,0.54851,n
0.33956,0.47531,n
0.08907,0.15622,p
0.29819,0.60381,n
0.22274,0.36830,n
0.14034,0.43688,n
0.11136,0.57303,p
0.31895,0.58266,n
0.14073,0.45798,n
0.08512,0.09201,p
0.42620,0.20752,p
0.29053,0.53944,n
0.18457,0.99362,p
0.89191,0.29954,p
0.16550,0.55309,n
0.24126,0.53305,n
0.27789,0.54381,n
0.28634,0.41405,n
0.25941,0.47524,n
0.16258,0.38318,n
0.01427,0.05139,p
0.31880,0.52348,n
0.12589,0.45506,n
0.08619,0.15233,p
0.08936,0.39967,n
0.09232,0.07944,p
0.09982,0.51441,n
0.11033,0.40125,n
0.07862,0.09873,p
0.28062,0.48763,n
0.81967,0.18609,p
0.24533,0.42002,n
0.22323,0.56922,n
0.09104,0.39942,n
0.19537,0.44766,n
0.92911,0.44772,p
0.72306,0.12859,p
0.21251,0.60637,n
0.29510,0.58744,n
0.04672,0.49675,p
0.12877,0.48462,n
0.26584,0.60275,n
0.29795,0.49733,n
0.17793,0.64267,n
0.44673,0.05564,p
0.15905,0.41603,n
0.44931,0.59456,p
0.27890,0.41574,n
0.18527,0.36357,n
0.43886,0.63365,n
0.66371,0.79255,p
0.16533,0.52809,n
0.30267,0.49973,n
0.09581,0.42846,n
0.30747,0.51878,n
0.52722,0.40489,n
0.40205,0.79702,p
0.34923,0.84587,p
0.01539,0.59884,p
0.50719,0.40399,p
0.15687,0.47496,n
0.21370,0.46786,n
0.08278,0.43008,n
0.62222,0.36109,p
0.31131,0.81589,p
0.18571,0.58837,n
0.09028,0.46368,n
0.29313,0.57929,n
0.86509,0.63620,p
0.12484,0.59301,n
0.29737,0.44135,n
0.19590,0.68754,p
0.83251,0.54641,p
0.24656,0.35860,n
0.17635,0.47443,n
0.19894,0.36547,n
0.26127,0.60090,n
0.39869,0.20919,p
0.18708,0.48128,n
0.19926,0.48648,n
0.47834,0.48770,p
0.34667,0.52256,n
0.84796,0.17409,p
0.47484,0.94426,p
0.17478,0.39727,n
0.24395,0.67831,p
0.36779,0.50372,p
0.14106,0.39352,n
0.30442,0.82071,p
0.15303,0.51688,n
0.48241,0.10568,p
0.11157,0.52018,n
0.22996,0.62436,n
0.23968,0.63955,n
0.20290,0.39520,p
0.14799,0.89824,p
0.05966,0.48212,n
0.26652,0.55254,n
0.31247,0.41007,n
0.16317,0.63095,n
0.82045,0.22846,p
0.11114,0.56034,n
0.23847,0.52646,n
0.26610,0.45692,p
0.18909,0.38437,n
0.66362,0.81246,p
0.08184,0.50002,n
0.32912,0.51374,n
0.29925,0.48823,n
0.15124,0.41310,n
0.91760,0.92693,p
0.88571,0.26428,p
0.10546,0.45820,n
0.12484,0.54611,n
0.23146,0.64765,p
0.83497,0.92009,p
0.67468,0.72949,p
0.83736,0.49577,p
0.20809,0.41748,n
0.59342,0.75267,p
0.12490,0.37293,n
0.48539,0.47349,p
0.06246,0.46247,n
0.59988,0.00277,p
0.22274,0.49101,n
0.88225,0.21667,p
0.66367,0.89610,p
0.15220,0.57731,n
0.44046,0.72833,p
0.73237,0.10619,p
0.17364,0.45937,n
0.64706,0.44300,p
0.45690,0.40964,p
0.10633,0.41382,p
0.29868,0.84245,p
0.13377,0.56071,n
0.22550,0.40973,n
0.19868,0.35480,n
0.59257,0.99130,p
0.82017,0.55922,p
0.26156,0.53585,n
0.00777,0.71843,p
0.68426,0.77288,p
0.17706,0.49839,n
0.34639,0.06133,p
0.32828,0.48849,n
0.16712,0.57238,n
0.32891,0.17259,p
0.22378,0.53253,n
0.30153,0.42238,n
0.09210,0.47212,n
0.87344,0.82167,p
0.08570,0.46194,n
0.26724,0.38417,n
0.29695,0.88074,n
0.81171,0.94177,p
0.35626,0.39110,p
0.19321,0.49462,n
0.05996,0.87258,p
0.31250,0.45427,n
0.65303,0.38156,p
0.83807,0.24801,p
0.10088,0.32057,p
0.82846,0.19274,p
0.05493,0.51628,n
0.22067,0.06508,p
0.49476,0.68042,p
0.81576,0.99847,p
0.21840,0.93987,p
0.23433,0.51708,n
0.12108,0.61016,p
0.16624,0.56286,n
0.50518,0.73413,p
0.16382,0.54444,n
0.05457,0.52178,n
0.19504,0.39303,p
0.83030,0.59238,n
0.49866,0.92509,p
0.12965,0.67415,n
0.22698,0.59579,n
0.42144,0.90178,p
0.12107,0.48095,n
0.25762,0.92643,p
0.34856,0.49208,n
0.65321,0.86902,n
0.55568,0.52835,p
0.05175,0.04355,p
0.08210,0.49263,n
0.64739,0.78591,p
0.19447,0.63029,n
0.64524,0.39031,p
0.18643,0.39164,n
0.50369,0.78676,p
0.09448,0.43102,n
0.31865,0.48380,n
0.23312,0.56555,p
0.89545,0.63493,p
0.33970,0.28461,p
0.20806,0.60853,p
0.32810,0.51668,n
0.22117,0.44885,n
0.42542,0.08435,p
0.07134,0.54846,n
0.29787,0.45304,n
0.20400,0.49884,n
0.24653,0.60545,n
0.70945,0.25553,p
0.18400,0.43716,n
0.84118,0.22381,p
0.30773,0.53050,n
0.17844,0.37424,n
0.19678,0.10457,p
0.49191,0.15233,n
0.05372,0.52982,n
0.22549,0.61663,n
0.23479,0.45213,n
0.08233,0.47932,n
0.99903,0.59491,p
0.24145,0.39044,n
0.95967,0.92103,p
0.70675,0.32393,p
0.90190,0.07616,p
0.14632,0.42251,n
0.97208,0.03575,n
0.34118,0.80466,p
0.58256,0.61727,p
0.23121,0.49405,n
0.56830,0.32454,p
0.25996,0.61461,n
0.67739,0.12141,p
0.92693,0.58892,p
0.09247,0.72652,p
0.11142,0.60625,p
0.21598,0.53479,n
0.08013,0.94369,p
0.11085,0.49459,n
0.21949,0.60965,n
0.82413,0.12142,p
0.93112,0.40909,p
0.28708,0.54141,n
0.25569,0.50814,n
0.50029,0.13424,p
0.84246,0.17856,p
0.53810,0.21246,p
0.27112,0.44070,n
0.09238,0.54026,n
0.06387,0.55817,p
0.43423,0.04616,p
0.23041,0.59547,n
0.19796,0.64231,p
0.17376,0.44568,n
0.27293,0.53130,n
0.89196,0.86305,p
0.71607,0.92355,p
0.28600,0.51687,p
0.81379,0.97960,n
0.16492,0.49947,n
0.76708,0.09150,p
0.14781,0.40960,n
0.21965,0.50570,n
0.72497,0.85733,n
0.28444,0.05367,p
0.23338,0.46092,p
0.28252,0.51818,n
0.30610,0.51443,n
0.32607,0.56479,p
0.77527,0.94220,n
0.89374,0.89037,p
0.61122,0.10234,p
0.57495,0.92006,p
0.18085,0.30784,p
0.18853,0.46540,n
0.18182,0.55985,n
0.85098,0.18484,p
0.13434,0.49098,n
0.12624,0.12848,p
0.78737,0.15528,p
0.25417,0.59715,n
0.01176,0.80594,p
0.18324,0.36554,n
0.47302,0.61081,p
0.25023,0.31505,p
0.18490,0.51856,n
0.20852,0.11294,p
0.89929,0.41075,p
0.32481,0.67881,p
0.25625,0.40673,n
0.28488,0.96106,p
0.14454,0.77079,p
0.28227,0.55284,p
0.07059,0.56258,n
0.08560,0.46204,n
0.30248,0.57231,n
0.50059,0.81433,p
0.28061,0.50047,n
0.38833,0.29168,p
0.72867,0.92188,p
0.58213,0.59674,p
0.32905,0.85299,p
0.16429,0.38291,n
0.29803,0.53200,n
0.29895,0.60185,n
0.31076,0.41380,n
0.11121,0.48264,n
0.06637,0.49730,n
0.33032,0.55483,n
0.07282,0.53449,n
0.14538,0.44122,p
0.27041,0.55787,p
0.18545,0.44968,n
0.07088,0.73470,p
0.09756,0.58619,n
0.87252,0.33532,p
0.86694,0.57391,p
0.00379,0.98691,p
0.47876,0.12570,p
0.23228,0.49051,n
0.33878,0.50456,n
0.59495,0.67280,p
0.62958,0.25219,p
0.19797,0.35888,n
0.09780,0.56070,n
0.29659,0.23319,p
0.25824,0.19807,p
0.11037,0.55284,n
0.16400,0.59629,n
0.10841,0.58572,n
0.37513,0.31663,p
0.66552,0.46391,p
0.18407,0.17950,p
0.21706,0.54351,n
0.13752,0.70892,p
0.23162,0.17635,p
0.24365,0.11211,p
0.18603,0.68051,n
0.22256,0.90798,p
0.23465,0.40155,n
0.71284,0.58797,p
0.21620,0.35294,n
0.46522,0.34218,p
0.93840,0.53659,p
0.23269,0.89286,p
0.31452,0.46703,n
0.54026,0.89995,p
0.33757,0.98505,p
0.07277,0.52072,n
0.39989,0.61102,n
0.72320,0.94798,p
0.33124,0.97346,p
0.20602,0.56535,n
0.33735,0.46046,n
0.16566,0.00217,p
0.08785,0.59262,n
0.03706,0.10033,p
0.13167,0.52968,n
0.06046,0.97477,p
0.07056,0.45438,n
0.86581,0.53894,n
0.77678,0.29368,p
0.18785,0.56236,n
0.41662,0.56852,p
0.33314,0.06517,p
0.97982,0.96566,p
0.54505,0.10343,p
0.07476,0.46914,n
0.29184,0.25528,p
0.99977,0.48990,p
0.42145,0.86394,p
0.30594,0.31556,n
0.86748,0.92998,p
0.24589,0.02948,p
0.07023,0.43198,n
0.97148,0.97513,p
0.13143,0.61500,n
0.23884,0.46674,n
0.47449,0.91612,p
0.59354,0.17514,p
0.20591,0.48380,n
0.57127,0.04851,n
0.56179,0.64323,p
0.25182,0.54076,p
0.89662,0.73177,p
0.96319,0.26866,p
0.16069,0.57692,n
0.10985,0.32133,p
0.19349,0.49011,n
0.22698,0.10588,p
0.03327,0.24720,p
0.75866,0.31539,p
0.07724,0.91123,p
0.10087,0.51419,n
0.49344,0.44314,p
0.55979,0.42123,p
0.20905,0.52563,p
0.79036,0.20183,p
